id,earnings,tournament,date
5338,  78375,AT&T Pebble Beach Pro-Am,2026-02-15
10505,  78375,AT&T Pebble Beach Pro-Am,2026-02-15
11378,  78375,AT&T Pebble Beach Pro-Am,2026-02-15
11101,  78375,AT&T Pebble Beach Pro-Am,2026-02-15
4690755,  78375,AT&T Pebble Beach Pro-Am,2026-02-15
4404992,  78375,AT&T Pebble Beach Pro-Am,2026-02-15
7081,  57000,AT&T Pebble Beach Pro-Am,2026-02-15
10166,  57000,AT&T Pebble Beach Pro-Am,2026-02-15
5076021,  57000,AT&T Pebble Beach Pro-Am,2026-02-15
11332,  49250,AT&T Pebble Beach Pro-Am,2026-02-15
1651,  49250,AT&T Pebble Beach Pro-Am,2026-02-15
10364,  49250,AT&T Pebble Beach Pro-Am,2026-02-15
4837368,  49250,AT&T Pebble Beach Pro-Am,2026-02-15
8906,  45000,AT&T Pebble Beach Pro-Am,2026-02-15
3449,  45000,AT&T Pebble Beach Pro-Am,2026-02-15
6825,  45000,AT&T Pebble Beach Pro-Am,2026-02-15
10054,  42000,AT&T Pebble Beach Pro-Am,2026-02-15
4426181,  42000,AT&T Pebble Beach Pro-Am,2026-02-15
4425906,  42000,AT&T Pebble Beach Pro-Am,2026-02-15
4364873,  39750,AT&T Pebble Beach Pro-Am,2026-02-15
11119,  39750,AT&T Pebble Beach Pro-Am,2026-02-15
4426182,  38250,AT&T Pebble Beach Pro-Am,2026-02-15
11393,  38250,AT&T Pebble Beach Pro-Am,2026-02-15
5080439,  38250,AT&T Pebble Beach Pro-Am,2026-02-15
10980,  38250,AT&T Pebble Beach Pro-Am,2026-02-15
676,  36500,AT&T Pebble Beach Pro-Am,2026-02-15
4585549,  36500,AT&T Pebble Beach Pro-Am,2026-02-15
5882,  36500,AT&T Pebble Beach Pro-Am,2026-02-15
4901368,  35083,AT&T Pebble Beach Pro-Am,2026-02-15
6937,  35083,AT&T Pebble Beach Pro-Am,2026-02-15
11385,  35083,AT&T Pebble Beach Pro-Am,2026-02-15
9126,  34375,AT&T Pebble Beach Pro-Am,2026-02-15
4349547,  34375,AT&T Pebble Beach Pro-Am,2026-02-15
8974,  34000,AT&T Pebble Beach Pro-Am,2026-02-15
4566443,  33625,AT&T Pebble Beach Pro-Am,2026-02-15
10906,  33625,AT&T Pebble Beach Pro-Am,2026-02-15
9025,  33125,AT&T Pebble Beach Pro-Am,2026-02-15
4868733,  33125,AT&T Pebble Beach Pro-Am,2026-02-15
10372,  32750,AT&T Pebble Beach Pro-Am,2026-02-15
1030,  32250,AT&T Pebble Beach Pro-Am,2026-02-15
4425904,  32250,AT&T Pebble Beach Pro-Am,2026-02-15
9525,  32250,AT&T Pebble Beach Pro-Am,2026-02-15
