id|lat|long|name|price|pfilt|tfilt|lfilt
5502722|38.04634|-84.49802|Lexington Marriott City Center| 852|FALSE|TRUE|TRUE
5502722|38.04705|-84.49772|21c Museum Hotel Lexington| 923|FALSE|TRUE|TRUE
5502722|38.04780|-84.50170|Hyatt Regency Lexington| 927|FALSE|TRUE|TRUE
5502722|38.04811|-84.50040|Hilton Lexington/Downtown| 819|FALSE|FALSE|TRUE
5502722|38.03306|-84.52169|Candlewood Suites - Lexington - Medical District, An IHG Hotel| 778|FALSE|TRUE|FALSE
5502722|38.03454|-84.52220|Inn On Broadway| 801|FALSE|TRUE|FALSE
5502722|38.03453|-84.52221|Elwood Hotel & Suites| 803|FALSE|TRUE|FALSE
5502722|38.03263|-84.52223|Tru by Hilton University Medical Center| 540|FALSE|TRUE|FALSE
5502722|38.01266|-84.51754|Hampton Inn Lexington Medical Center, KY| 700|FALSE|TRUE|FALSE
5502722|38.02788|-84.53544|Brand New Cozy Apartmentclose To Everything| 852|FALSE|TRUE|TRUE
5502722|38.00323|-84.51693|Home2 Suites by Hilton Lexington University / Medical Center| 793|FALSE|TRUE|FALSE
5502722|38.06664|-84.52842|Staybridge Suites Lexington|1217|FALSE|FALSE|TRUE
5502722|38.01720|-84.54431|Luxury 5br / 3 Ba Home - Great Location|1671|FALSE|FALSE|TRUE
5502722|38.07645|-84.49386|Motel 6 Lexington, Ky - Airport| 139|TRUE|FALSE|FALSE
5502722|37.99660|-84.51863|Red Roof Inn Lexington South| 151|TRUE|FALSE|FALSE
5502722|38.07581|-84.45649|Days Inn & Suites by Wyndham Lexington| 122|TRUE|FALSE|FALSE
5502722|38.07811|-84.44262|Modern & Elegant Carriage House at Historic Warsaw| 871|FALSE|FALSE|TRUE
5502722|38.10096|-84.48186|La Quinta Inn by Wyndham Lexington| 135|TRUE|FALSE|FALSE
5502722|37.99827|-84.59666|World Class Horse Farm Minutes To Keeneland, Bluegrass Airport, Bourbon Trail|1326|FALSE|FALSE|TRUE
5502722|37.96251|-84.38602|Econo Lodge Lexington| 108|TRUE|FALSE|FALSE
5502722|38.15457|-84.41344|Pond Cottage| 861|FALSE|FALSE|TRUE
5502722|38.21547|-84.53030|Hometowne Studios By Red Roof Georgetown, Ky| 143|TRUE|FALSE|FALSE
5502722|38.22261|-84.54189|Microtel Inn & Suites by Wyndham Georgetown| 142|TRUE|FALSE|FALSE
5502722|38.27405|-84.55392|Studio 6 Georgetown. Ky Lexington North| 126|TRUE|FALSE|FALSE
5502722|38.27457|-84.55381|Motel 6 Georgetown - Lexington North| 123|TRUE|FALSE|FALSE
5502722|38.27460|-84.55480|Quality Inn| 119|TRUE|FALSE|FALSE
5741830|36.16044|-86.78113|Holston House Nashville, In The Unbound Collection By Hyatt| 970|FALSE|TRUE|FALSE
5741830|36.15994|-86.77696|Hilton Nashville Downtown|1205|FALSE|TRUE|TRUE
5741830|36.16396|-86.77876|Noelle, Nashville, a Tribute Portfolio Hotel|1070|FALSE|FALSE|TRUE
5741830|36.16470|-86.77925|Bobby Hotel|1379|FALSE|FALSE|TRUE
5741830|36.15805|-86.77687|Omni Nashville Hotel| 832|FALSE|TRUE|FALSE
5741830|36.16370|-86.77580|Studio 154 Luxury Hotel|1212|FALSE|FALSE|TRUE
5741830|36.16370|-86.78252|The Hermitage Hotel|1720|FALSE|FALSE|TRUE
5741830|36.15727|-86.78011|1 Hotel Nashville|1092|FALSE|TRUE|TRUE
5741830|36.15922|-86.77447|Hyatt Place Nashville Downtown|1860|FALSE|TRUE|TRUE
5741830|36.15797|-86.77477|Hampton Inn & Suites Nashville-Downtown| 838|FALSE|TRUE|FALSE
5741830|36.15893|-86.77388|Hyatt Centric Downtown Nashville|1308|FALSE|TRUE|TRUE
5741830|36.15661|-86.78073|JW Marriott Nashville|1054|FALSE|TRUE|FALSE
5741830|36.15642|-86.77535|AC Hotel by Marriott Nashville Downtown| 750|FALSE|TRUE|FALSE
5741830|36.15642|-86.77535|SpringHill Suites by Marriott Nashville Downtown/Convention Center| 771|FALSE|TRUE|FALSE
5741830|36.15655|-86.77474|The Joseph, a Luxury Collection Hotel, Nashville|1252|FALSE|FALSE|TRUE
5741830|36.15393|-86.77452|Hyatt House Nashville/Downtown Sobro|1065|FALSE|FALSE|TRUE
5741830|36.14304|-86.74286|Scottish Inn - Nashville| 234|TRUE|FALSE|FALSE
5741830|36.13449|-86.72340|Super 8 by Wyndham Nashville Near Downtown / I-40| 239|TRUE|FALSE|FALSE
5741830|36.14373|-86.85783|Days Inn by Wyndham Nashville Saint Thomas West Hospital| 218|TRUE|FALSE|FALSE
5741830|36.13775|-86.70058|Rodeway Inn| 186|TRUE|FALSE|FALSE
5741830|36.15339|-86.68536|Baymont by Wyndham Nashville| 232|TRUE|FALSE|FALSE
5741830|36.08627|-86.76211|Red Roof Plus+ Nashville Fairgrounds| 224|TRUE|FALSE|FALSE
5741830|36.14575|-86.68593|Wingate by Wyndham Nashville Airport| 262|TRUE|FALSE|FALSE
5741830|36.14536|-86.66786|Red Roof Inn Plus+ Nashville Airport| 262|TRUE|FALSE|FALSE
5741830|36.14510|-86.66482|Super 8 by Wyndham Nashville Airport North| 239|TRUE|FALSE|FALSE
5741830|36.08438|-86.70119|Americas Best Value Inn-Nashville/Airport South| 206|TRUE|FALSE|FALSE
