name|city|lat|long|avgPrice
Hilton Columbia Center|Columbia, SC|33.99820| -81.03639| 154.00000
Marriott Columbia|Columbia, SC|34.00525| -81.03466| 200.00000
Sheraton Columbia Downtown Hotel|Columbia, SC|34.00423| -81.03451| 130.00000
Cambria Hotel Rock Hill - University Center|Rock Hill, SC|34.93313| -81.03077| 118.00000
Graduate Columbia, S.C.|Columbia, SC|34.00109| -81.02512| 161.00000
Super 8 by Wyndham Columbia|Columbia, SC|34.06345| -81.02407|  69.00000
Courtyard by Marriott Rock Hill|Rock Hill, SC|34.97846| -80.98962| 112.00000
Quality Inn|Rock Hill, SC|34.97394| -80.98855|  64.00000
Howard Johnson by Wyndham Rock Hill|Rock Hill, SC|34.96986| -80.98750|  80.00000
Econo Lodge|Rock Hill, SC|34.96998| -80.98633|  59.00000
Hilton Garden Inn Rock Hill|Rock Hill, SC|34.94341| -80.97515| 114.00000
Towneplace Suites by Marriott Rock Hill|Rock Hill, SC|34.94380| -80.97132| 105.00000
Fairfield Inn & Suites Rock Hill|Rock Hill, SC|34.94388| -80.97053|  93.00000
Quality Inn|Columbia, SC|34.08269| -80.93902|  66.00000
Quality Inn Fort Jackson|Columbia, SC|34.08269| -80.93902|  58.00000
Days Inn by Wyndham Charlotte Airport North|Charlotte, NC|35.24271| -80.93626|  75.00000
La Quinta Inn & Suites by Wyndham Charlotte Airport North|Charlotte, NC|35.24120| -80.92062|  72.00000
SpringHill Suites by Marriott Charlotte Airport|Charlotte, NC|35.23699| -80.91766|  97.00000
Quality Inn & Suites Airport|Charlotte, NC|35.23971| -80.91740|  79.00000
La Quinta Inn & Suites by Wyndham Charlotte Airport South|Charlotte, NC|35.17927| -80.89213|  82.00000
Quality Inn Airport South|Charlotte, NC|35.18012| -80.88358|  77.00000
Homewood Suites by Hilton Davidson|Davidson, NC|35.50342| -80.86436| 151.00000
Microtel Inn & Suites by Wyndham Charlotte/Northlake|Charlotte, NC|35.30574| -80.85259|  81.00000
DoubleTree by Hilton Hotel Charlotte|Charlotte, NC|35.23307| -80.85196| 195.00000
Days Inn by Wyndham Charlotte Northlake|Charlotte, NC|35.30721| -80.84556|  85.00000
Hilton Charlotte Uptown|Charlotte, NC|35.22393| -80.84377| 206.00000
Charlotte Marriott City Center|Charlotte, NC|35.22799| -80.84346| 183.00000
Hilton Garden Inn Charlotte Uptown|Charlotte, NC|35.22065| -80.84303| 166.00000
The Ivey's Hotel|Charlotte, NC|35.22849| -80.84281| 345.00000
Embassy Suites by Hilton Charlotte Uptown |Charlotte, NC|35.22201| -80.84269| 211.00000
Omni Charlotte Hotel|Charlotte, NC|35.22622| -80.84263| 293.00000
Hampton Inn Charlotte-Uptown|Charlotte, NC|35.22013| -80.84237| 186.00000
Aloft Charlotte City Center|Charlotte, NC|35.22506| -80.84190| 175.00000
The Ritz-Carlton, Charlotte|Charlotte, NC|35.22616| -80.84145| 690.00000
Residence Inn by Marriott Charlotte Uptown|Charlotte, NC|35.22520| -80.84143| 391.00000
Hyatt Place Charlotte Downtown|Charlotte, NC|35.22258| -80.84108| 165.00000
SpringHill Suites by Marriott Charlotte Uptown|Charlotte, NC|35.22637| -80.83919| 166.00000
HYATT house Charlotte/Center City|Charlotte, NC|35.22419| -80.83905| 186.00000
Le Meridien Charlotte|Charlotte, NC|35.21691| -80.83831| 195.00000
Sheraton Charlotte Hotel|Charlotte, NC|35.21646| -80.83754| 175.00000
Baymont by Wyndham Orangeburg North|Orangeburg, SC|33.55103| -80.82916|  76.00000
Sleep Inn Orangeburg|Orangeburg, SC|33.55531| -80.82735| 108.00000
SpringHill Suites by Marriott Orangeburg|Orangeburg, SC|33.55503| -80.82230| 133.00000
Red Roof Inn Charlotte - University|Charlotte, NC|35.27964| -80.79537|  83.00000
Economy Inn|Charlotte, NC|35.27889| -80.79085|  63.00000
Baymont by Wyndham Charlotte University|Charlotte, NC|35.28065| -80.79062|  81.00000
WoodSpring Suites Charlotte - University Research Park|Charlotte, NC|35.28506| -80.76825| 103.00000
Home2 Suites by Hilton Charlotte University Research Park|Charlotte, NC|35.30672| -80.75655| 129.00000
Drury Inn & Suites Charlotte University Place|Charlotte, NC|35.30723| -80.75497| 114.00000
Comfort Suites University - Research Park|Charlotte, NC|35.29342| -80.75368| 115.00000
Sonesta Select Charlotte University Research Park|Charlotte, NC|35.30704| -80.75342| 106.00000
Microtel Inn by Wyndham Charlotte/University Place|Charlotte, NC|35.29918| -80.75320|  84.00000
Sleep Inn University Place|Charlotte, NC|35.30498| -80.75164| 103.00000
Hilton Charlotte University Place|Charlotte, NC|35.30891| -80.75053| 127.00000
Residence Inn Youngstown Warren/Niles|Youngstown, OH|41.21487| -80.75039| 223.00000
Courtyard by Marriott Youngstown Canfield|Youngstown, OH|41.01972| -80.72603| 152.00000
Motel 6 Youngstown, OH|Youngstown, OH|41.15828| -80.66311|  62.00000
DoubleTree by Hilton Youngstown Downtown|Youngstown, OH|41.10014| -80.64860| 123.00000
La Quinta Inn by Wyndham Radford|Radford, VA|37.12651| -80.54051| 124.00000
Super 8 by Wyndham Radford VA|Radford, VA|37.12283| -80.53668|  66.00000
Hyatt Place Blacksburg / University|Blacksburg, VA|37.23245| -80.43149| 114.00000
Main Street Inn|Blacksburg, VA|37.22841| -80.41253| 122.00000
Courtyard by Marriott Blacksburg|Blacksburg, VA|37.19916| -80.40132| 120.00000
Comfort Suites Miami - Kendall|Miami, FL|25.73318| -80.38265| 163.00000
WoodSpring Suites Miami Southwest|Miami, FL|25.61979| -80.37988| 107.00000
Courtyard by Marriott Miami at Dolphin Mall|Miami, FL|25.78484| -80.37784| 143.00000
Baymont by Wyndham Miami Doral|Miami, FL|25.80916| -80.36881| 114.00000
Aloft Miami Doral|Miami, FL|25.80341| -80.36865| 148.00000
DoubleTree by Hilton Miami - Doral, FL|Miami, FL|25.79049| -80.36250| 191.00000
Trump National Doral Miami|Miami, FL|25.81259| -80.33875| 429.00000
La Quinta Inn & Suites by Wyndham Miami Airport West|Miami, FL|25.79883| -80.33873| 117.00000
Quality Inn Miami South|Miami, FL|25.63498| -80.33766|  97.00000
La Quinta Inn & Suites by Wyndham Sunrise|Sunrise, FL|26.12339| -80.33189| 128.00000
La Quinta Inn & Suites by Wyndham Sunrise Sawgrass Mills|Sunrise, FL|26.12446| -80.33143| 123.00000
Hilton Garden Inn Winston-Salem/Hanes Mall|Winston-Salem, NC|36.06571| -80.32860| 148.00000
Residence Inn by Marriott Winston-Salem Hanes Mall|Winston-Salem, NC|36.06895| -80.32709| 182.00000
Winston-Salem Marriott|Winston-Salem, NC|36.06895| -80.32709| 201.00000
DoubleTree by Hilton Hotel Sunrise - Sawgrass Mills|Sunrise, FL|26.14457| -80.32544| 191.00000
Quality Inn Miami Airport - Doral|Miami, FL|25.81089| -80.32271| 110.00000
Springhill Suites by Marriott Winston-Salem Hanes Mall|Winston-Salem, NC|36.06575| -80.32112| 121.00000
Home2 Suites by Hilton Winston-Salem Hanes Mall|Winston-Salem, NC|36.06639| -80.32097| 145.00000
AC Hotel Fort Lauderdale Sawgrass Mills / Sunrise|Sunrise, FL|26.15016| -80.31874| 212.00000
La Quinta Inn by Wyndham Miami Airport North|Miami, FL|25.81055| -80.31670| 117.00000
Motel 6 Miami, FL|Miami, FL|25.80837| -80.31615| 101.00000
Days Inn by Wyndham Miami International Airport|Miami, FL|25.78062| -80.31398| 116.00000
La Quinta Inn & Suites by Wyndham Winston-Salem|Winston-Salem, NC|36.06195| -80.31082|  96.00000
Sleep Inn Hanes Mall|Winston-Salem, NC|36.06487| -80.30635|  91.83333
Microtel Inn by Wyndham Winston Salem|Winston-Salem, NC|36.06276| -80.30056|  72.00000
Comfort Suites Hanes Mall|Winston-Salem, NC|36.06271| -80.29944| 110.00000
W Miami|Miami, FL|25.75602| -80.29568| 670.00000
Rodeway Inn South Miami Coral Gables|Miami, FL|25.70568| -80.29093|  97.00000
Best Western Plus Miami Airport North Hotel & Suites|Miami, FL|25.80873| -80.28559| 165.00000
Clarion Inn & Suites Miami International Airport|Miami, FL|25.80810| -80.28263| 105.00000
Hilton Miami Airport Blue Lagoon|Miami, FL|25.78186| -80.27850| 172.00000
Baymont by Wyndham Winston Salem|Winston-Salem, NC|36.18006| -80.27788|  73.00000
Biltmore Hotel - Miami - Coral Gables|Coral Gables, FL|25.74090| -80.27771| 417.00000
Biltmore Hotel - Miami - Coral Gables|Miami, FL|25.74090| -80.27771| 417.00000
DoubleTree by Hilton Hotel Winston Salem - University|Winston-Salem, NC|36.17951| -80.27696| 114.00000
Days Inn by Wyndham Miami Airport North|Miami, FL|25.80832| -80.27503| 105.00000
Quality Inn University|Winston-Salem, NC|36.17717| -80.27406|  73.00000
Best Western Premier Miami Intl Airport Hotel & Suites Coral Gables|Miami, FL|25.77125| -80.26283| 129.00000
Courtyard by Marriott Winston-Salem University|Winston-Salem, NC|36.13035| -80.26168| 116.00000
Embassy Suites by Hilton Miami International Airport|Miami, FL|25.80660| -80.26154| 153.00000
Days Inn by Wyndham Winston Salem North|Winston-Salem, NC|36.17017| -80.26098|  69.00000
Hotel Ponce de Leon|Coral Gables, FL|25.75621| -80.25857| 112.00000
Hotel Ponce de Leon|Miami, FL|25.75621| -80.25857| 112.00000
W Miami|Coral Gables, FL|25.70084| -80.25735| 670.00000
EAST Miami|Coral Gables, FL|25.77167| -80.25460| 576.00000
Radisson RED Miami Airport|Miami, FL|25.79926| -80.25150| 136.00000
Embassy Suites Hotel Winston-Salem|Winston-Salem, NC|36.09933| -80.24772| 137.00000
Hampton Inn & Suites Winston-Salem Downtown|Winston-Salem, NC|36.09706| -80.24667| 134.00000
Rodeway Inn Winston Salem Route 52|Winston-Salem, NC|36.15069| -80.24521|  60.00000
Fairfield Inn & Suites by Marriott Winston-Salem Downtown|Winston-Salem, NC|36.09411| -80.24282| 138.00000
Mr. C Miami – Coconut Grove|Miami, FL|25.72731| -80.24220| 472.00000
Stadium Hotel|Miami Gardens, FL|25.95790| -80.23885| 254.00000
The Ritz-Carlton Coconut Grove, Miami|Miami, FL|25.73031| -80.23821| 630.00000
Miami Suite 101|Miami, FL|25.75082| -80.22845| 280.00000
Hampton Inn Pittsburgh-Airport|Moon Township, PA|40.50798| -80.22437| 120.00000
Americas Best Value Inn Pittsburgh Airport|Moon Township, PA|40.50508| -80.22380|  87.00000
La Quinta Inn by Wyndham Pittsburgh Airport|Moon Township, PA|40.50791| -80.22238|  89.00000
Super 8 by Wyndham Pittsburgh Airport/Coraopolis Area|Moon Township, PA|40.50379| -80.22184|  76.00000
Sheraton Pittsburgh Airport Hotel|Moon Township, PA|40.50188| -80.20997| 149.00000
Four Seasons Hotel Miami|Miami, FL|25.75896| -80.19210| 836.00000
JW Marriott Miami|Miami, FL|25.76053| -80.19098| 729.00000
Courtyard by Marriott Miami Downtown|Miami, FL|25.77234| -80.19063| 225.00000
Hyatt Regency Miami|Miami, FL|25.77068| -80.19052| 243.00000
Yotel Miami|Miami, FL|25.77744| -80.18971| 229.00000
JW Marriott Marquis Miami|Miami, FL|25.77131| -80.18917| 476.00000
Hilton Miami Downtown|Miami, FL|25.79119| -80.18825| 220.00000
YVE Hotel Miami|Miami, FL|25.77607| -80.18824| 248.00000
Travelodge by Wyndham Miami Biscayne Bay|Miami, FL|25.82478| -80.18647| 105.00000
Miami Marriott Biscayne Bay|Miami, FL|25.79086| -80.18600| 234.00000
Mandarin Oriental, Miami|Miami, FL|25.76512| -80.18543| 826.00000
Selina Gold Dust|Miami, FL|25.84617| -80.18513| 121.00000
The Ritz-Carlton Key Biscayne, Miami|Miami, FL|25.69155| -80.15802| 725.00000
Crest Hotel Suites|Miami, FL|25.79151| -80.13108| 134.00000
The Setai|Miami, FL|25.79591| -80.12865|2770.00000
1 Hotel South Beach|Miami, FL|25.79914| -80.12731|1444.00000
W South Beach|Miami, FL|25.79754| -80.12724|1018.00000
Renaissance Boca Raton Hotel|Boca Raton, FL|26.36585| -80.12441| 220.00000
Boca Raton Marriott at Boca Center|Boca Raton, FL|26.36180| -80.12268| 258.00000
Sonesta Select Boca Raton|Boca Raton, FL|26.36908| -80.12257| 130.00000
Beach Place Hotel|Miami, FL|25.87123| -80.12219| 126.00000
Boca Suites Deerfield Beach|Boca Raton, FL|26.32151| -80.11282| 101.00000
Hampton Inn Boca Raton|Boca Raton, FL|26.31674| -80.11234| 182.00000
Towneplace Suites by Marriott Boca Raton|Boca Raton, FL|26.39512| -80.09753| 134.00000
Springhill Suites By Marriott Boca Raton|Boca Raton, FL|26.39549| -80.09659| 141.00000
Embassy Suites Boca Raton|Boca Raton, FL|26.39750| -80.09604| 172.00000
Hilton Garden Inn Boca Raton|Boca Raton, FL|26.42174| -80.09379| 133.00000
Quality Inn Boca Raton University Area|Boca Raton, FL|26.37730| -80.07694| 135.00000
Best Western Plus University Inn|Boca Raton, FL|26.37527| -80.07582| 141.00000
Fairfield Inn & Suites Charleston North/Ashley Phosphate|Charleston, SC|32.93582| -80.05185| 106.00000
Courtyard by Marriott Charleston-North Charleston|Charleston, SC|32.93689| -80.05161|  97.00000
Motel 6 Charleston, SC - North|Charleston, SC|32.93300| -80.05153|  75.00000
Hampton Inn Charleston-North|Charleston, SC|32.93666| -80.05006| 100.00000
Quality Inn & Suites|Charleston, SC|32.93519| -80.04858|  85.00000
Hawthorn Suites by Wyndham North Charleston, SC|Charleston, SC|32.93902| -80.04818| 107.00000
Hyatt Place North Charleston|Charleston, SC|32.93195| -80.04793| 106.00000
Comfort Suites North Charleston - Ashley Phosphate|Charleston, SC|32.93300| -80.04790| 103.00000
DoubleTree by Hilton Hotel and Suites Charleston Airport|Charleston, SC|32.93601| -80.04698| 125.00000
Red Roof Inn North Charleston Coliseum|Charleston, SC|32.93725| -80.04498|  84.00000
Rodeway Inn|Charleston, SC|32.93474| -80.04453|  85.00000
Quality Inn Charleston - West Ashley|Charleston, SC|32.79097| -80.04013|  95.00000
Motel 6 Charleston, SC - South|Charleston, SC|32.79076| -80.03131|  75.00000
Comfort Suites|Pittsburgh, PA|40.41991| -80.03026|  92.00000
Hilton Garden Inn Charleston Airport|Charleston, SC|32.86760| -80.02532| 128.00000
The Charleston Place|Charleston, SC|32.84110| -80.02524| 498.00000
TownePlace Suites by Marriott Charleston-North Charleston|Charleston, SC|32.87180| -80.02267|  96.00000
Home2 Suites by Hilton Charleston Airport/Convention Center|Charleston, SC|32.86286| -80.02164| 127.00000
Tru by Hilton Charleston Airport|Charleston, SC|32.86325| -80.01945| 100.00000
Hyatt Place Charleston Airport/Convention Center|Charleston, SC|32.86419| -80.01776| 120.00000
Quality Inn Coliseum|Charleston, SC|32.87313| -80.01450|  98.00000
Econo Lodge North|Charleston, SC|32.86842| -80.01120|  75.00000
Sleep Inn Charleston - West Ashley|Charleston, SC|32.78673| -80.00964|  89.00000
North Charleston Marriott|Charleston, SC|32.87257| -80.00935| 148.00000
Hyatt Place Pittsburgh-North Shore|Pittsburgh, PA|40.44669| -80.00909| 150.00000
Comfort Inn Pittsburgh|Pittsburgh, PA|40.50569| -80.00898|  88.00000
Fairfield Inn & Suites by Marriott Morgantown|Morgantown, WV|39.65333| -80.00727| 128.00000
Wyndham Grand Pittsburgh Downtown|Pittsburgh, PA|40.44167| -80.00642| 173.00000
Sheraton Pittsburgh Hotel at Station Square|Pittsburgh, PA|40.43473| -80.00598| 194.00000
Omni William Penn Hotel|Pittsburgh, PA|40.44060| -79.99659| 259.00000
Drury Plaza Hotel Pittsburgh Downtown|Pittsburgh, PA|40.44300| -79.99506| 174.00000
Pittsburgh Plaza Hotel|Pittsburgh, PA|40.44300| -79.99506|  91.00000
Courtyard Morgantown|Morgantown, WV|39.64540| -79.99448| 122.00000
DoubleTree by Hilton Hotel & Suites Pittsburgh Downtown|Pittsburgh, PA|40.44047| -79.99398| 154.00000
Hampton Inn & Suites Pittsburgh-Downtown|Pittsburgh, PA|40.44713| -79.99239| 184.00000
Cambria Hotel Pittsburgh - Downtown|Pittsburgh, PA|40.44013| -79.98789| 154.00000
Econo Lodge|Morgantown, WV|39.65574| -79.98542|  58.00000
Cambria Hotel Charleston Riverview|Charleston, SC|32.77764| -79.96667| 140.00000
Motel 6 Morgantown, WV|Morgantown, WV|39.60306| -79.96514|  81.00000
Hampton Inn Morgantown|Morgantown, WV|39.65351| -79.96428| 121.00000
SpringHill Suites Charleston Riverview |Charleston, SC|32.77815| -79.96366| 137.00000
Hampton Inn Pittsburgh University/Medical Center|Pittsburgh, PA|40.43599| -79.96304| 145.00000
Euro Suites Hotel|Morgantown, WV|39.65841| -79.96225| 111.00000
MainStay Suites Greensboro|Greensboro, NC|36.07575| -79.96206|  81.00000
Hilton Garden Inn Pittsburgh University Place|Pittsburgh, PA|40.43955| -79.95945| 154.00000
Wyndham Pittsburgh University Center|Pittsburgh, PA|40.44619| -79.95485| 116.00000
Comfort Inn Downtown Charleston|Charleston, SC|32.78538| -79.95466| 123.00000
Quality Inn|Morgantown, WV|39.58631| -79.95282|  87.00000
Hyatt House Charleston/Historic District|Charleston, SC|32.79297| -79.94082| 177.00000
Hyatt Place Charleston/Historic District|Charleston, SC|32.79312| -79.94030| 167.00000
Hotel Bennett|Charleston, SC|32.78729| -79.93680| 469.00000
20 South Battery|Charleston, SC|32.77042| -79.93053| 466.00000
Hilton Club Liberty Place Charleston|Charleston, SC|32.78893| -79.92977| 358.00000
French Quarter Inn|Charleston, SC|32.78048| -79.92923| 355.00000
The Spectator Hotel|Charleston, SC|32.78074| -79.92862| 380.00000
Market Pavilion Hotel|Charleston, SC|32.78084| -79.92767| 469.00000
The Vendue|Charleston, SC|32.77902| -79.92621| 224.00000
Quality Inn Mt. Pleasant - Charleston|Charleston, SC|32.79772| -79.89840|  85.00000
Sleep Inn Mt. Pleasant - Charleston|Charleston, SC|32.80493| -79.89651|  84.00000
Hampton Inn Mt. Pleasant|Mount Pleasant, MI|32.80078| -79.89624| 127.00000
Hampton Inn Mt. Pleasant|Mt. Pleasant, MI|32.80078| -79.89624| 127.00000
Best Western Patriots Point|Charleston, SC|32.80081| -79.89555|  90.00000
Days Inn by Wyndham Mt Pleasant-Charleston-Patriots Point|Charleston, SC|32.80165| -79.89547|  86.00000
Wingate by Wyndham - Greensboro|Greensboro, NC|36.05224| -79.89346| 112.00000
Comfort Inn Greensboro - Kernersville|Greensboro, NC|36.05478| -79.89320|  96.00000
La Quinta Inn & Suites by Wyndham Greensboro NC|Greensboro, NC|36.05353| -79.89308|  95.00000
Lakeview Golf Resort|Morgantown, WV|39.68710| -79.87440| 280.00000
Studio 6 Greensboro, NC|Greensboro, NC|36.03328| -79.87197|  85.00000
Howard Johnson by Wyndham Greensboro Near the Coliseum|Greensboro, NC|36.04343| -79.84554|  85.00000
Drury Inn & Suites Greensboro|Greensboro, NC|36.04230| -79.84473| 122.00000
Sheraton Greensboro at Four Seasons|Greensboro, NC|36.04163| -79.84113| 152.00000
DoubleTree by Hilton Greensboro|Greensboro, NC|36.04626| -79.83986| 124.00000
Quality Inn & Suites Coliseum|Greensboro, NC|36.04602| -79.83672|  73.00000
Red Roof Inn Greensboro Coliseum|Greensboro, NC|36.04416| -79.83651|  70.00000
Super 8 by Wyndham Greensboro/Coliseum/Conv.|Greensboro, NC|36.04562| -79.83627|  67.00000
O.Henry Hotel|Greensboro, NC|36.08657| -79.82635| 360.00000
Proximity Hotel|Greensboro, NC|36.08910| -79.82112| 382.00000
Super 8 by Wyndham Greensboro|Greensboro, NC|36.03627| -79.78637|  73.00000
Rodeway Inn & Suites Greensboro Southeast|Greensboro, NC|36.05343| -79.73224|  67.00000
Deluxe Inn|Toronto, Canada|43.61843| -79.53924|  96.00000
The Inn at Elon|Elon, NC|36.10762| -79.50054| 180.00000
Old Mill Toronto|Toronto, Canada|43.64983| -79.49433| 385.00000
W Toronto|Toronto, Canada|43.66719| -79.46297| 394.00000
West Queen West Hotel|Toronto, Canada|43.63936| -79.44179| 115.00000
The Palmerston|Toronto, Canada|43.65594| -79.40964| 151.00000
Kaisar Guest House|Toronto, Canada|43.65726| -79.40482| 103.00000
Park Hyatt Toronto|Toronto, Canada|43.66920| -79.39462| 651.00000
The Hazelton Hotel Toronto|Toronto, Canada|43.67089| -79.39367| 707.00000
Bisha Hotel Toronto|Toronto, Canada|43.64532| -79.39242| 544.00000
Hyatt Regency Toronto|Toronto, Canada|43.64645| -79.39181| 278.00000
Windsor Arms Hotel|Toronto, Canada|43.66878| -79.39114| 443.00000
Four Seasons Hotel Toronto|Toronto, Canada|43.67181| -79.38986| 642.00000
The Ritz-Carlton, Toronto|Toronto, Canada|43.64534| -79.38708| 641.00000
Shangri-La Toronto|Toronto, Canada|43.64920| -79.38629| 553.00000
Hilton Toronto|Toronto, Canada|43.64994| -79.38538| 233.00000
Sheraton Centre Toronto Hotel|Toronto, Canada|43.65111| -79.38347| 255.00000
Chelsea Hotel, Toronto|Toronto, Canada|43.65842| -79.38314| 229.00000
Courtyard by Marriott Downtown Toronto|Toronto, Canada|43.66242| -79.38310| 233.00000
Town Inn Suites Toronto|Toronto, Canada|43.66888| -79.38265| 185.00000
Fairmont Royal York|Toronto, Canada|43.64591| -79.38136| 302.00000
Le Germain Hotel Toronto|Toronto, Canada|43.64263| -79.38057| 353.00000
The St. Regis Toronto|Toronto, Canada|43.64977| -79.38031| 621.00000
1 Hotel Toronto|Toronto, Canada|43.64886| -79.37803| 545.00000
One King West Hotel & Residence|Toronto, Canada|43.64886| -79.37803| 308.00000
The Omni King Edward Hotel|Toronto, Canada|43.64919| -79.37607| 263.00000
The Broadview Hotel|Toronto, Canada|43.65905| -79.35012| 238.00000
Timberlake Motel|Lynchburg, VA|37.30574| -79.27053|  92.00000
Park Motel|Toronto, Canada|43.72837| -79.22990|  93.00000
TRU by Hilton Lynchburg|Lynchburg, VA|37.33972| -79.19835| 138.00000
SpringHill Suites by Marriott Lynchburg Airport/University Area|Lynchburg, VA|37.33517| -79.19109| 144.00000
Comfort Inn & Suites Lynchburg Airport - University Area|Lynchburg, VA|37.33285| -79.19097|  99.00000
Hampton Inn & Suites Lynchburg|Lynchburg, VA|37.33359| -79.19071| 142.00000
University Apartment|Toronto, Canada|43.78752| -79.18878|  82.00000
Hilton Garden Inn Lynchburg|Lynchburg, VA|37.34490| -79.18715| 143.00000
Homewood Suites by Hilton Lynchburg|Lynchburg, VA|37.34571| -79.18653| 162.00000
Baymont by Wyndham Lynchburg|Lynchburg, VA|37.36974| -79.18214|  87.00000
Microtel Inn & Suites By Wyndham Lynchburg|Lynchburg, VA|37.36706| -79.18133|  90.00000
Residence Inn by Marriott Lynchburg|Lynchburg, VA|37.36260| -79.18089| 146.00000
Kirkley Hotel |Lynchburg, VA|37.37037| -79.17902| 231.00000
WoodSpring Suites Lynchburg VA|Lynchburg, VA|37.37068| -79.17706|  79.00000
Courtyard by Marriott Lynchburg|Lynchburg, VA|37.36886| -79.17334| 141.00000
Super 8 by Wyndham Lynchburg VA|Lynchburg, VA|37.35926| -79.17133| 105.00000
Sleep Inn Lynchburg - University Area & Hwy 460|Lynchburg, VA|37.36377| -79.17078|  91.00000
Lynchburg Grand Hotel|Lynchburg, VA|37.41677| -79.14477| 168.00000
Hyatt Place Chapel Hill / Southern Village|Chapel Hill, NC|35.88125| -79.06262| 139.00000
Econo Lodge Conway|Conway, SC|33.84016| -79.06080|  59.00000
Graduate Chapel Hill|Chapel Hill, NC|35.91116| -79.06013| 144.00000
Econo Lodge|Richmond, VA|38.13597| -79.04363|  68.00000
SureStay Hotel by Best Western Conway|Conway, SC|33.81612| -79.04280|  70.00000
Aloft Chapel Hill|Chapel Hill, NC|35.90758| -79.02344| 163.00000
Courtyard by Marriott Chapel Hill|Chapel Hill, NC|35.90157| -79.01006| 137.00000
Red Roof Inn Chapel Hill - UNC|Chapel Hill, NC|35.94939| -79.00025|  78.00000
Red Roof Inn Chapel Hill - UNC|Durham, NC|35.94939| -79.00025|  78.00000
Econo Lodge at the University|Conway, SC|33.78874| -78.99663|  59.00000
Comfort Suites|Conway, SC|33.78630| -78.99457|  94.00000
Hyatt Place Durham Southpoint|Durham, NC|35.90075| -78.96151| 131.00000
Hilton Durham near Duke University|Durham, NC|36.02637| -78.95688| 120.00000
Days Inn by Wyndham Durham/Near Duke University|Durham, NC|36.02151| -78.94786|  90.00000
Washington Duke Inn & Golf Club|Durham, NC|35.99294| -78.94739| 272.00000
AC Hotel Durham|Durham, NC|36.00774| -78.94709| 154.00000
JB Duke Hotel|Durham, NC|35.99763| -78.94663| 238.00000
Courtyard by Marriott Durham|Durham, NC|36.02955| -78.93714| 117.00000
Hilton Garden Inn Durham/University Medical Center|Durham, NC|36.00721| -78.92448| 162.00000
Red Roof Inn Durham - Duke Univ Medical Center|Durham, NC|36.02976| -78.92355|  75.00000
Super 8 by Wyndham Durham/University Area NC|Durham, NC|36.02587| -78.92280|  62.00000
Country Inn & Suites by Radisson, Harrisonburg, VA|Harrisonburg, VA|38.40578| -78.91024| 117.00000
Super 8 by Wyndham Harrisonburg|Harrisonburg, VA|38.40371| -78.90959|  57.00000
Ramada by Wyndham Harrisonburg|Harrisonburg, VA|38.40533| -78.90748|  80.00000
Microtel Inn & Suites by Wyndham Harrisonburg|Harrisonburg, VA|38.40561| -78.90715|  79.00000
SpringHill Suites by Marriott Durham City View|Durham, NC|35.98832| -78.90361| 144.00000
Durham Marriott City Center|Durham, NC|35.99735| -78.90255| 215.00000
21c Museum Hotel Durham|Durham, NC|35.99598| -78.90185| 181.00000
Unscripted Durham|Durham, NC|35.99648| -78.90104| 154.00000
The Durham Hotel|Durham, NC|35.99715| -78.90096| 210.00000
Quality Inn|Conway, SC|33.67957| -78.89987|  96.00000
Sonesta Select Durham Research Triangle Park|Durham, NC|35.90473| -78.89610|  92.00000
Comfort Inn Research Triangle Park|Durham, NC|35.90767| -78.89302|  97.00000
Econo Lodge Research Triangle Park|Durham, NC|35.90894| -78.89277|  72.00000
Red Roof Inn Durham - Triangle Park|Durham, NC|35.91091| -78.89231|  70.00000
La Quinta Inn & Suites by Wyndham Raleigh/Durham Southpoint|Durham, NC|35.90759| -78.89143|  80.00000
Embassy Suites Buffalo|Buffalo, NY|42.88968| -78.87780| 163.83333
Hampton Inn & Suites Buffalo Downtown|Buffalo, NY|42.89063| -78.87746| 154.00000
The Westin Buffalo|Buffalo, NY|42.89120| -78.87701| 212.00000
Buffalo Marriott at LECOM HARBORCENTER|Buffalo, NY|42.87687| -78.87692| 194.00000
Courtyard Buffalo Downtown / Canalside|Buffalo, NY|42.87817| -78.87631| 188.00000
Aloft Buffalo Downtown|Buffalo, NY|42.89306| -78.87387| 154.00000
Hilton Garden Inn Buffalo Downtown|Buffalo, NY|42.88618| -78.87383| 123.00000
Millennium Durham|Durham, NC|35.88740| -78.85642| 100.00000
Fairfield Inn & Suites by Marriott Harrisonburg|Harrisonburg, VA|38.42716| -78.85314| 120.00000
Residence Inn by Marriott Harrisonburg|Harrisonburg, VA|38.42770| -78.85216| 179.00000
Quality Inn Harrisonburg I-81|Harrisonburg, VA|38.43096| -78.85044|  94.00000
Sleep Inn & Suites Harrisonburg near University|Harrisonburg, VA|38.43097| -78.84946|  82.00000
Comfort Inn & Suites Harrisonburg|Harrisonburg, VA|38.42615| -78.84897| 117.00000
Courtyard by Marriott Harrisonburg|Harrisonburg, VA|38.43115| -78.84800| 116.00000
Doubletree by Hilton Harrisonburg|Harrisonburg, VA|38.43698| -78.84791| 121.00000
Hampton Inn Harrisonburg - University|Harrisonburg, VA|38.43160| -78.84705| 104.00000
Howard Johnson by Wyndham Harrisonburg|Harrisonburg, VA|38.43454| -78.84558|  65.00000
Sleep Inn Raleigh Durham Airport|Durham, NC|35.88190| -78.84218|  87.00000
