name|city|lat|long|avgPrice
Quality Inn Near Medical Center|San Antonio, TX|29.48781| -98.58071|  57.00000
Studio Suites|San Antonio, TX|29.49016| -98.56965|  58.00000
The Westin San Antonio North|San Antonio, TX|29.53567| -98.56401| 139.00000
University Inn & Suites San Antonio|San Antonio, TX|29.42355| -98.50298|  66.00000
La Quinta Inn & Suites by Wyndham San Antonio Downtown|San Antonio, TX|29.41963| -98.49720|  95.00000
Hampton Inn San Antonio-Downtown (River Walk)|San Antonio, TX|29.42567| -98.49281| 105.00000
Riverwalk Plaza|San Antonio, TX|29.42926| -98.49250| 129.00000
Mokara Hotel & Spa San Antonio|San Antonio, TX|29.42469| -98.49054| 298.00000
Omni La Mansion del Rio|San Antonio, TX|29.42549| -98.49043| 259.00000
Hotel Contessa|San Antonio, TX|29.42310| -98.48982| 232.00000
Best Western Premier Historic Travelers Hotel Alamo Riverwalk|San Antonio, TX|29.42809| -98.48717| 104.00000
DoubleTree by Hilton San Antonio Downtown|San Antonio, TX|29.42660| -98.48588|  91.00000
Extended Stay SA|San Antonio, TX|29.56888| -98.47979|  57.00000
Quality Inn & Suites|San Antonio, TX|29.35291| -98.42534|  59.00000
Days Inn by Wyndham San Antonio|San Antonio, TX|29.52344| -98.39550|  60.00000
La Quinta Inn & Suites by Wyndham Stephenville|Stephenville, TX|32.20178| -98.24143| 136.00000
Hampton Inn & Suites Stephenville|Stephenville, TX|32.20416| -98.21596| 121.00000
Motel 6 Stephenville, TX|Stephenville, TX|32.21625| -98.18920|  62.00000
Comfort Inn Edinburg South|Edinburg, TX|26.26411| -98.17288| 104.00000
Best Western Plus Edinburg Inn & Suites|Edinburg, TX|26.27667| -98.16888|  96.00000
Comfort Inn & Suites|San Marcos, TX|29.84616| -97.96185|  91.00000
Comfort Suites Near Texas State University|San Marcos, TX|29.86931| -97.93756|  94.00000
Hampton Inn & Suites San Marcos|San Marcos, TX|29.86852| -97.93722| 145.00000
Wingate by Wyndham San Marcos|San Marcos, TX|29.86919| -97.93651| 102.00000
Red Roof Inn San Marcos|San Marcos, TX|29.87928| -97.92713|  69.00000
Best Western San Marcos|San Marcos, TX|29.88061| -97.92568| 103.00000
Days Inn by Wyndham San Marcos|San Marcos, TX|29.88176| -97.92451|  80.00000
Fairfield Inn & Suites by Marriott Austin San Marcos|San Marcos, TX|29.88642| -97.91688| 137.00000
Motel 6 San Marcos, TX|San Marcos, TX|29.89003| -97.91679|  64.00000
Motel 6 San Marcos, TX - North|San Marcos, TX|29.89003| -97.91679|  63.00000
Super 8 by Wyndham San Marcos|San Marcos, TX|29.89108| -97.91574|  68.00000
Howard Johnson by Wyndham San Marcos|San Marcos, TX|29.89428| -97.91275|  79.00000
La Quinta Inn by Wyndham San Marcos|San Marcos, TX|29.89633| -97.91125|  86.00000
Americas Best Value Inn Ft. Worth|Fort Worth, TX|32.75807| -97.77950|  68.00000
Village Motor Inn|Austin, TX|30.23228| -97.75936|  68.00000
The Loren at Lady Bird Lake|Austin, TX|30.26398| -97.75656| 474.00000
Canopy by Hilton Austin Downtown|Austin, TX|30.27006| -97.74870| 190.00000
Hotel ZaZa Austin|Austin, TX|30.26729| -97.74625| 433.00000
Hotel Ella|Austin, TX|30.28304| -97.74554| 385.00000
Four Seasons Hotel Austin|Austin, TX|30.26170| -97.74226| 795.00000
The Stephen F Austin Royal Sonesta Hotel|Austin, TX|30.26910| -97.74197| 167.00000
Moxy Austin - University|Austin, TX|30.29020| -97.74162| 140.00000
Thompson Austin|Austin, TX|30.26688| -97.74120| 406.00000
Hampton Inn & Suites Austin @ The University / Capitol|Austin, TX|30.27956| -97.74079| 149.00000
Omni Austin Hotel|Austin, TX|30.26879| -97.74040| 202.00000
Fairmont Austin|Austin, TX|30.26206| -97.73824| 483.00000
Hampton Inn Austin NW|Austin, TX|30.39745| -97.73464|  84.00000
Sheraton Austin Hotel at the Capitol|Austin, TX|30.27033| -97.73424| 148.00000
East Austin Hotel|Austin, TX|30.26483| -97.73060| 151.00000
DoubleTree by Hilton Austin - University Area|Austin, TX|30.27718| -97.72923| 149.00000
Days Inn by Wyndham Austin/University/Downtown|Austin, TX|30.28869| -97.72273|  82.00000
Archer Hotel Austin|Austin, TX|30.40223| -97.72139| 388.00000
Super 8 by Wyndham Austin/Airport South|Austin, TX|30.21101| -97.71387|  82.00000
Best Western Plus Austin Central|Austin, TX|30.32028| -97.70880| 110.00000
Courtyard by Marriott Austin-University Area|Austin, TX|30.31817| -97.70879|  98.00000
Motel 6 Austin, TX|Austin, TX|30.33281| -97.70576|  84.00000
Motel 6 Austin, TX - North|Austin, TX|30.33281| -97.70576|  82.00000
Super 8 by Wyndham Austin North/University Area|Austin, TX|30.34438| -97.69770|  79.00000
La Quinta Inn & Suites by Wyndham Austin Airport|Austin, TX|30.21718| -97.69072| 104.00000
Embassy Suites Oklahoma City Will Rogers Airport|Oklahoma City, OK|35.44697| -97.60233| 129.00000
Howard Johnson by Wyndham Oklahoma City Airport/ Fairgrounds|Oklahoma City, OK|35.46179| -97.59967|  52.00000
DoubleTree by Hilton Hotel Oklahoma City Airport|Oklahoma City, OK|35.44457| -97.59888| 106.00000
Comfort Inn Lincoln I-80|Lincoln, NE|40.82554| -97.59658|  90.00000
Renaissance Waterford Oklahoma City Hotel|Oklahoma City, OK|35.53531| -97.54606| 145.00000
21c Museum Hotel Oklahoma City|Oklahoma City, OK|35.46752| -97.52805| 173.00000
Sheraton Oklahoma City Downtown Hotel|Oklahoma City, OK|35.46723| -97.51506| 135.00000
Courtyard by Marriott Oklahoma City Downtown|Oklahoma City, OK|35.46368| -97.51375| 118.00000
The Skirvin Hilton Oklahoma City|Oklahoma City, OK|35.46893| -97.51360| 145.00000
Aloft Oklahoma City Downtown - Bricktown|Oklahoma City, OK|35.46933| -97.50980| 135.00000
Hampton Inn & Suites Oklahoma City-Bricktown|Oklahoma City, OK|35.46610| -97.50741| 100.00000
Hilton Garden Inn Oklahoma City Bricktown|Oklahoma City, OK|35.46612| -97.50651| 126.00000
Fairfield Inn & Suites Norman|Norman, OK|35.21614| -97.48856| 112.00000
Courtyard by Marriott Norman|Norman, OK|35.22802| -97.48761| 124.00000
Motel 6 Norman, OK|Norman, OK|35.23098| -97.48320|  71.00000
Days Inn by Wyndham Norman|Norman, OK|35.21949| -97.48138|  57.00000
Econo Lodge|Oklahoma City, OK|35.46344| -97.48005|  48.50000
Scottish Inns White Settlement|Fort Worth, TX|32.76734| -97.47555|  68.00000
La Quinta Inn & Suites by Wyndham Corpus Christi Airport|Corpus Christi, TX|27.75711| -97.45976| 101.00000
La Quinta Inn by Wyndham Corpus Christi North|Corpus Christi, TX|27.80281| -97.45180|  64.00000
La Quinta Inn & Suites by Wyndham Fort Worth West - I-30|Fort Worth, TX|32.73455| -97.44311|  82.00000
Homewood Suites by Hilton Fort Worth West at Cityview, TX|Fort Worth, TX|32.68124| -97.41911|  95.00000
Econo Lodge Inn & Suites Corpus Christi|Corpus Christi, TX|27.79709| -97.41434|  75.00000
Hampton Inn Fort Worth Southwest Cityview|Fort Worth, TX|32.68108| -97.40238|  87.00000
NCED Conference Center & Hotel|Norman, OK|35.19124| -97.39799| 136.00000
Residence Inn by Marriott Corpus Christi Downtown|Corpus Christi, TX|27.78957| -97.39466| 177.00000
Courtyard by Marriott Corpus Christi|Corpus Christi, TX|27.71705| -97.39410| 100.00000
Emerald Beach Hotel|Corpus Christi, TX|27.78147| -97.39402| 125.00000
Tru by Hilton Corpus Christi South Padre Island Dr|Corpus Christi, TX|27.71819| -97.39363|  96.00000
Embassy Suites Corpus Christi|Corpus Christi, TX|27.71754| -97.39237| 123.00000
Omni Corpus Christi Hotel|Corpus Christi, TX|27.80036| -97.39221| 141.00000
Regency Inn|Corpus Christi, TX|27.81870| -97.39071|  52.00000
Quality Inn & Suites on the Beach|Corpus Christi, TX|27.81942| -97.38994|  77.00000
Aloft Corpus Christi|Corpus Christi, TX|27.71523| -97.38912| 104.00000
Days Inn by Wyndham Corpus Christi Beach|Corpus Christi, TX|27.82892| -97.38403|  78.00000
Residence Inn Corpus Christi|Corpus Christi, TX|27.70973| -97.37986| 102.00000
Fairfield Inn & Suites Corpus Christi|Corpus Christi, TX|27.70961| -97.37925|  84.00000
TownePlace Suites Fort Worth University Area/Medical Center|Fort Worth, TX|32.73068| -97.36824| 132.00000
SpringHill Suites by Marriott Fort Worth University|Fort Worth, TX|32.73206| -97.36483| 126.00000
Home2 Suites by Hilton Fort Worth Cultural District|Fort Worth, TX|32.74768| -97.36131| 135.00000
Fairfield Inn & Suites Fort Worth University Drive|Fort Worth, TX|32.73079| -97.35985| 106.00000
Hilton Garden Inn Fort Worth Medical Center|Fort Worth, TX|32.73487| -97.35180| 163.00000
Hilton Garden Inn Corpus Christi|Corpus Christi, TX|27.69557| -97.35122| 101.00000
Hyatt Place Corpus Christi|Corpus Christi, TX|27.69614| -97.34952| 112.00000
Courtyard by Marriott Fort Worth Historic Stockyards|Fort Worth, TX|32.79127| -97.34940| 159.00000
Red Roof Inn Corpus Christi South|Corpus Christi, TX|27.69600| -97.34884|  65.00000
Drury Plaza Hotel Broadview - Wichita|Wichita, KS|37.68638| -97.34250| 138.00000
Wingate by Wyndham Corpus Christi|Corpus Christi, TX|27.69451| -97.34162|  90.00000
Hyatt Regency Wichita|Wichita, KS|37.68277| -97.34136| 156.00000
WaterWalk Wichita|Wichita, KS|37.68108| -97.34072| 137.00000
Wyndham Garden Wichita Downtown|Wichita, KS|37.67814| -97.33592|  87.00000
Aloft Fort Worth Downtown|Fort Worth, TX|32.75438| -97.33372| 136.00000
Pawnee Inn|Wichita, KS|37.65021| -97.33183|  65.00000
Springfield Inn|Wichita, KS|37.60684| -97.33055|  60.00000
Courtyard by Marriott Fort Worth Downtown/Blackstone|Fort Worth, TX|32.75375| -97.33035| 123.00000
Hilton Fort Worth|Fort Worth, TX|32.75254| -97.32929| 159.00000
Omni Fort Worth Hotel|Fort Worth, TX|32.74828| -97.32850| 214.00000
Courtyard by Marriott Wichita At Old Town|Wichita, KS|37.69005| -97.32781| 150.00000
Courtyard by Marriott Wichita East|Wichita, KS|37.69005| -97.32781| 108.00000
Hotel at Old Town|Wichita, KS|37.68826| -97.32779| 108.00000
Hampton Inn & Suites Fort Worth Downtown|Fort Worth, TX|32.75166| -97.32764| 129.00000
Quality Inn South|Wichita, KS|37.60735| -97.32330|  65.00000
Country Inn & Suites by Radisson, Fort Worth, TX|Fort Worth, TX|32.78431| -97.32220| 102.00000
Super 8 by Wyndham Wichita South|Wichita, KS|37.60668| -97.32202|  67.00000
Motel 6 Fort Worth, TX - North|Fort Worth, TX|32.80485| -97.31865|  64.00000
WoodSpring Suites Fort Worth Fossil Creek|Fort Worth, TX|32.84032| -97.29692|  65.00000
Microtel Inn & Suites by Wyndham Ft. Worth North/At Fossil|Fort Worth, TX|32.83643| -97.29280|  72.00000
Aloft Wichita|Wichita, KS|37.74886| -97.27897| 107.00000
OYO Hotel Fort Worth East Gateway Ball Park|Fort Worth, TX|32.75923| -97.26284|  62.00000
Super 8 by Wyndham Wichita North|Wichita, KS|37.75107| -97.24628|  62.00000
Hilton Garden Inn Wichita|Wichita, KS|37.72085| -97.24137| 109.00000
Best Western Plus Eastgate Inn & Suites|Wichita, KS|37.68006| -97.23876|  99.00000
Motel 6 Wichita, KS|Wichita, KS|37.68008| -97.23751|  60.50000
Marriott Wichita|Wichita, KS|37.68213| -97.23081| 127.00000
Comfort Inn East|Wichita, KS|37.68156| -97.22727|  83.00000
Hawthorn Suites by Wyndham Wichita East|Wichita, KS|37.68059| -97.22717|  87.00000
Best Western Corpus Christi|Corpus Christi, TX|27.62834| -97.22309| 152.00000
Hilton Winnipeg Airport Suites|Winnipeg, Canada|49.90090| -97.20873| 170.00000
Hampton Inn & Suites Wichita Northeast|Wichita, KS|37.72776| -97.20872| 102.00000
Sandman Hotel & Suites Winnipeg Airport|Winnipeg, Canada|49.89746| -97.20427| 166.00000
SpringHill Suites Waco Woodway|Waco, TX|31.50399| -97.20075| 189.00000
Baymont by Wyndham Wichita East|Wichita, KS|37.69325| -97.19669|  69.00000
Super 8 by Wyndham Waco/Mall area TX|Waco, TX|31.50948| -97.19240|  94.00000
La Quinta Inn & Suites by Wyndham Denton - University Drive|Denton, TX|33.23703| -97.17780| 106.00000
Sleep Inn & Suites Hewitt - South Waco|Waco, TX|31.45915| -97.17309|  86.00000
Best Western Plus Denton Inn & Suites|Denton, TX|33.23101| -97.17222| 112.00000
Americas Best Value Inn Waco|Waco, TX|31.52699| -97.16542|  86.00000
Knights Inn Franklin Ave Waco|Waco, TX|31.52858| -97.16264|  81.00000
Hyatt Place Waco|Waco, TX|31.50178| -97.16177| 109.00000
TownePlace Suites by Marriott Waco South|Waco, TX|31.49368| -97.16109| 168.00000
Homewood Suites by Hilton Waco|Waco, TX|31.49305| -97.16026| 199.00000
Hilton Garden Inn Waco|Waco, TX|31.49197| -97.15973| 142.00000
Canad Inns Destination Centre Health Sciences Centre|Winnipeg, Canada|49.90502| -97.15923| 158.00000
Tru By Hilton Waco South, TX|Waco, TX|31.50086| -97.15897| 111.00000
Queen Bee Hotel|Winnipeg, Canada|49.79764| -97.15803|  83.00000
Comfort Inn South|Winnipeg, Canada|49.77907| -97.15778| 103.00000
Residence Inn Waco|Waco, TX|31.50136| -97.15763| 119.00000
Canad Inns Destination Centre Fort Garry|Winnipeg, Canada|49.82410| -97.15169| 111.00000
Best Western Plus Pembina Inn & Suites|Winnipeg, Canada|49.82798| -97.15109| 111.00000
Alt Hotel Winnipeg|Winnipeg, Canada|49.89374| -97.14414| 149.00000
Quality Inn & Suites|Waco, TX|31.50935| -97.14411|  77.00000
The Marlborough Hotel|Winnipeg, Canada|49.89521| -97.14253|  66.00000
Radisson Hotel Winnipeg Downtown|Winnipeg, Canada|49.89363| -97.14245| 133.00000
The Fairmont Winnipeg|Winnipeg, Canada|49.89584| -97.13696| 214.00000
Microtel Inn by Wyndham Arlington/Dallas Area|Arlington, TX|32.66682| -97.13578|  69.00000
Motel 6 Waco, TX|Waco, TX|31.51958| -97.13526|  69.00000
Home2 Suites by Hilton Waco|Waco, TX|31.52749| -97.13434| 145.20000
Mere Hotel|Winnipeg, Canada|49.89913| -97.13221| 148.00000
Element Waco|Waco, TX|31.52295| -97.13114| 137.00000
Inn At The Forks|Winnipeg, Canada|49.88803| -97.12969| 167.00000
SpringHill Suites by Marriott Denton|Denton, TX|33.19898| -97.12967|  96.00000
Aloft Waco Baylor|Waco, TX|31.54564| -97.12908| 121.00000
Hampton Inn & Suites Denton|Denton, TX|33.19674| -97.12858| 105.00000
Hilton Waco|Waco, TX|31.55959| -97.12826| 192.00000
Super 8 by Wyndham Denton|Denton, TX|33.19279| -97.12526|  97.00000
Norwood Hotel|Winnipeg, Canada|49.88114| -97.12428| 136.00000
Economy Inn & Suites|Denton, TX|33.19202| -97.12244|  74.00000
Hampton Inn & Suites Stillwater|Stillwater, OK|36.11461| -97.12177| 108.00000
Red Roof Inn Waco|Waco, TX|31.56108| -97.11830|  89.00000
Quality Inn - Denton|Denton, TX|33.19338| -97.11751|  75.00000
Residence Inn by Marriott Stillwater|Stillwater, OK|36.11253| -97.11693| 114.00000
1700 South 2nd|Waco, TX|31.54609| -97.11277| 197.00000
Days Inn by Wyndham Waco|Waco, TX|31.59837| -97.11001|  86.00000
Fairfield Inn & Suites by Marriott Waco North|Waco, TX|31.60131| -97.10921| 107.00000
Hampton Inn Waco|Waco, TX|31.60193| -97.10889| 107.00000
Courtyard Marriott Denton|Denton, TX|33.18371| -97.10078|  73.66667
Best Western Premier Crown Chase Inn & Suites|Denton, TX|33.18281| -97.10013| 129.00000
Hilton Garden Inn Denton|Denton, TX|33.18214| -97.09885| 100.00000
Ramada by Wyndham Grand Forks|Grand Forks, ND|47.93097| -97.09188|  84.00000
Econo Lodge Grand Forks|Grand Forks, ND|47.92848| -97.08994|  70.00000
SpringHill Suites by Marriott Grand Forks|Grand Forks, ND|47.89366| -97.08755| 128.00000
Baymont by Wyndham Grand Forks|Grand Forks, ND|47.91271| -97.08742| 103.00000
Residence Inn by Marriott Denton|Denton, TX|33.17305| -97.08695| 134.00000
Sheraton Arlington Hotel|Arlington, TX|32.75686| -97.08185| 212.00000
SpringHill Suites Dallas Arlington North|Arlington, TX|32.76329| -97.07872| 114.00000
Quality Inn|Grand Forks, ND|47.89117| -97.07556|  83.00000
Aloft Dallas Arlington Entertainment District|Arlington, TX|32.76138| -97.07485| 138.00000
AmericInn by Wyndham Grand Forks|Grand Forks, ND|47.90301| -97.06745|  93.00000
Hilton Arlington|Arlington, TX|32.76248| -97.06729| 174.00000
Sleep Inn Arlington Near Six Flags|Arlington, TX|32.75355| -97.06618|  66.00000
Four Points by Sheraton Dallas Arlington Entertainment District|Arlington, TX|32.74930| -97.06569| 106.00000
Best Western Plus Cimarron Hotel & Suites|Stillwater, OK|36.12580| -97.06004| 104.00000
Home2 Suites by Hilton Stillwater|Stillwater, OK|36.12741| -97.05581| 114.00000
Microtel Inn & Suites by Wyndham Stillwater|Stillwater, OK|36.12557| -97.05305|  90.00000
Wyndham Garden Stillwater|Stillwater, OK|36.13162| -97.05018|  71.00000
Rodeway Inn|Arlington, TX|32.74053| -97.04735|  60.00000
Homewood Suites by Hilton Denton|Denton, TX|33.00856| -96.96852| 122.00000
Four Seasons Resort and Club Dallas at Las Colinas|Dallas, TX|32.86259| -96.95815| 548.00000
Best Western Vermillion Inn|Vermillion, SD|42.78756| -96.94197|  98.00000
Motel 6 Dallas, TX - South|Dallas, TX|32.80236| -96.92250|  66.00000
Microtel Inn & Suites by Wyndham West Fargo Medical Center|Fargo, ND|46.84342| -96.88865|  79.00000
Homewood Suites by Hilton Fargo|Fargo, ND|46.85048| -96.88736|  97.00000
Studio 6 Dallas, TX|Dallas, TX|32.85811| -96.88676|  74.00000
DoubleTree by Hilton West Fargo Sanford Medical Center Area|Fargo, ND|46.85091| -96.88637| 104.00000
Motel 6 Dallas, TX - Northwest|Dallas, TX|32.85838| -96.88597|  70.00000
Element Fargo|Fargo, ND|46.85013| -96.88201| 136.00000
Wingate by Wyndham Dallas Love Field|Dallas, TX|32.82983| -96.87268|  90.00000
Mainstay Suites Fargo|Fargo, ND|46.85061| -96.86031| 112.00000
Wingate by Wyndham - Fargo|Fargo, ND|46.85152| -96.85998| 120.00000
Home2 Suites by Hilton Fargo, ND|Fargo, ND|46.85579| -96.85869| 104.00000
C'mon Inn Fargo|Fargo, ND|46.84855| -96.85772| 143.00000
Hilton Garden Inn Fargo|Fargo, ND|46.85567| -96.85692| 116.00000
Expressway Suites Fargo|Fargo, ND|46.85566| -96.85511| 133.00000
Econo Lodge|Fargo, ND|46.86727| -96.84527|  80.00000
Biltmore Hotel & Suites|Fargo, ND|46.87524| -96.84237| 104.00000
The Westin Dallas Stonebriar Golf Resort & Spa|Frisco, TX|33.09155| -96.84028| 207.00000
Comfort Suites Frisco|Frisco, TX|33.15818| -96.83935| 101.00000
Motel 6 Fargo, ND - South|Fargo, ND|46.86306| -96.83818|  50.00000
Quality Suites Addison - Dallas|Dallas, TX|32.95594| -96.83445|  63.00000
Ramada by Wyndham Fargo|Fargo, ND|46.86254| -96.83409|  88.00000
Hilton Garden Inn Dallas/Market Center|Dallas, TX|32.80189| -96.83311| 107.00000
MainStay Suites Addison-Dallas|Dallas, TX|32.95651| -96.82929|  65.00000
DoubleTree by Hilton Dallas - Market Center|Dallas, TX|32.79738| -96.82631| 107.00000
Motel 6 Dallas, TX – Downtown |Dallas, TX|32.75168| -96.81052|  63.00000
HYATT house Dallas/Uptown|Dallas, TX|32.79501| -96.80985| 111.00000
Hyatt Regency Dallas|Dallas, TX|32.77580| -96.80947| 162.00000
W Dallas - Victory|Dallas, TX|32.78817| -96.80905| 371.00000
Marriott Dallas Uptown|Dallas, TX|32.79895| -96.80716| 368.00000
SpringHill Suites Dallas Downtown / West End|Dallas, TX|32.78278| -96.80662| 127.00000
Omni Dallas Hotel|Dallas, TX|32.77527| -96.80427| 295.00000
Hotel Crescent Court|Dallas, TX|32.79415| -96.80420| 409.00000
The Ritz-Carlton, Dallas|Dallas, TX|32.79242| -96.80385| 693.00000
Fairmont Dallas|Dallas, TX|32.78544| -96.80149| 188.00000
Hotel ZaZa Dallas|Dallas, TX|32.79413| -96.80110| 364.00000
Baymont by Wyndham Fargo|Fargo, ND|46.84622| -96.80108|  87.00000
Magnolia Hotel Dallas Downtown|Dallas, TX|32.78015| -96.79907| 147.00000
The Joule|Dallas, TX|32.78060| -96.79840| 299.00000
Rodeway Inn|Fargo, ND|46.84552| -96.79698|  76.00000
Rodeway Inn Fargo|Fargo, ND|46.84552| -96.79698|  61.00000
Hampton Inn & Suites Dallas Downtown|Dallas, TX|32.78019| -96.79659| 114.00000
Quality Inn & Suites Dallas - Cityplace|Dallas, TX|32.81461| -96.78887|  90.00000
Hyatt Place Sioux Falls South|Sioux Falls, SD|43.52462| -96.78807| 107.00000
The Lumen|Dallas, TX|32.84106| -96.78746| 186.00000
AmericInn by Wyndham Sioux Falls|Sioux Falls, SD|43.51231| -96.78242|  92.00000
Baymont by Wyndham Sioux Falls|Sioux Falls, SD|43.51585| -96.78230|  71.00000
La Quinta Inn & Suites by Wyndham Sioux Falls|Sioux Falls, SD|43.51418| -96.78223| 106.00000
Residence Inn Sioux Falls|Sioux Falls, SD|43.50813| -96.78036| 125.00000
Courtyard by Marriott Sioux Falls|Sioux Falls, SD|43.51338| -96.77865| 122.00000
Quality Inn|Sioux Falls, SD|43.51611| -96.77782|  96.00000
Comfort Suites Sioux Falls|Sioux Falls, SD|43.51648| -96.77779|  94.00000
The Beeman Hotel|Dallas, TX|32.84062| -96.77516| 181.00000
Hilton Garden Inn Sioux Falls South|Sioux Falls, SD|43.49665| -96.77196| 125.00000
HYATT house Dallas/Lincoln Park|Dallas, TX|32.86245| -96.77128| 111.00000
Best Western Plus Ramkota Hotel|Sioux Falls, SD|43.57385| -96.76905| 123.00000
Homewood Suites by Hilton Sioux Falls|Sioux Falls, SD|43.49183| -96.76884| 115.00000
La Quinta Inn & Suites by Wyndham Dallas North Central|Dallas, TX|32.92808| -96.76350| 108.00000
Brookings Inn|Brookings, SD|44.31047| -96.76230|  89.00000
Econo Lodge Inn & Suites|Brookings, SD|44.31240| -96.76213|  80.00000
Fairfield Inn & Suites Sioux Falls Airport|Sioux Falls, SD|43.59083| -96.75678| 146.00000
Super 8 by Wyndham Brookings|Brookings, SD|44.30986| -96.75421|  76.00000
Wingate By Wyndham Frisco TX|Frisco, TX|33.12173| -96.74896|  89.00000
Sheraton Sioux Falls & Convention Center|Sioux Falls, SD|43.56271| -96.74852| 162.00000
Horizon Inn Motel|Lincoln, NE|40.84107| -96.74062|  70.00000
Americas Best Value Inn Lincoln Airport|Lincoln, NE|40.84232| -96.74061|  64.00000
Econo Lodge Lincoln|Lincoln, NE|40.83831| -96.73743|  70.00000
Motel 6 Dallas, TX - Fair Park|Dallas, TX|32.79269| -96.73578|  63.00000
Hilton Garden Inn Sioux Falls Downtown|Sioux Falls, SD|43.54800| -96.72462| 147.00000
Hawthorn Suites by Wyndham Richardson|Dallas, TX|32.97404| -96.72110|  64.00000
Econo Lodge North|Sioux Falls, SD|43.60325| -96.71032|  74.00000
Hilton Garden Inn Lincoln Downtown/Haymarket|Lincoln, NE|40.81672| -96.70968| 205.00000
Graduate Lincoln|Lincoln, NE|40.81446| -96.70894| 112.00000
Embassy Suites Lincoln|Lincoln, NE|40.81526| -96.70625| 138.00000
The Kindler Hotel|Lincoln, NE|40.81512| -96.70520| 220.00000
The Lincoln Marriott Cornhusker Hotel|Lincoln, NE|40.81060| -96.70296| 156.00000
La Quinta Inn & Suites by Wyndham McKinney|McKinney, TX|33.13898| -96.69959|  96.00000
Stay Express Inn Dallas - Fair Park / Downtown|Dallas, TX|32.79508| -96.69836|  70.00000
Best Western Plus Lincoln Inn & Suites|Lincoln, NE|40.87862| -96.68692| 106.00000
Microtel Inn & Suites by Wyndham Lincoln|Lincoln, NE|40.84728| -96.68544|  72.00000
Red Roof Inn & Suites Lincoln|Lincoln, NE|40.85113| -96.68412|  81.00000
La Quinta Inn by Wyndham Lincoln|Lincoln, NE|40.85504| -96.68347|  78.00000
AmericInn by Wyndham Lincoln North|Lincoln, NE|40.87776| -96.68272|  93.00000
Jupiter Inn|Dallas, TX|32.88702| -96.68215|  68.00000
Motel 6 Lincoln, NE|Lincoln, NE|40.87713| -96.68128|  60.00000
Fairfield Inn & Suites Lincoln|Lincoln, NE|40.85541| -96.68074|  88.00000
Comfort Suites University|Lincoln, NE|40.85559| -96.68001|  91.00000
Quality Inn & Suites|Lincoln, NE|40.88679| -96.67926|  85.00000
New Victorian Suites|Lincoln, NE|40.81487| -96.65168| 104.00000
Americas Best Value Inn Lincoln|Lincoln, NE|40.85824| -96.64378|  67.00000
Comfort Suites East|Lincoln, NE|40.81655| -96.64269|  90.00000
SpringHill Suites by Marriott Dallas McKinney/Allen|McKinney, TX|33.17644| -96.64181|  99.00000
Sheraton McKinney Hotel|McKinney, TX|33.16277| -96.64098| 124.00000
TownePlace Suites Dallas McKinney|McKinney, TX|33.16832| -96.63682| 105.00000
Days Inn by Wyndham McKinney|McKinney, TX|33.22342| -96.63294|  75.00000
Four Points by Sheraton Manhattan|Manhattan, KS|39.17028| -96.59746|  88.00000
Parkwood Inn & Suites|Manhattan, KS|39.17513| -96.58270| 104.00000
The Bluemont Hotel|Manhattan, KS|39.18713| -96.57578| 153.00000
Hilton Garden Inn Manhattan|Manhattan, KS|39.17522| -96.56066| 116.00000
Comfort Suites Manhattan|Manhattan, KS|39.19068| -96.55642| 107.00000
Quality Inn & Suites|Manhattan, KS|39.18052| -96.55399|  84.00000
Budget Inn|Austin, TX|33.73953| -96.53835|  67.00000
Thompson Dallas|Dallas, TX|32.77307| -96.49411| 281.00000
Baymont by Wyndham Bryan College Station|College Station, TX|30.69423| -96.36023|  75.00000
Texas A&M Hotel and Conference Center|College Station, TX|30.61095| -96.34303| 124.00000
The George|College Station, TX|30.62592| -96.33945| 192.00000
Embassy Suites by Hilton College Station, TX|College Station, TX|30.62970| -96.33421| 127.00000
La Quinta Inn by Wyndham College Station|College Station, TX|30.62777| -96.33282|  68.00000
Days Inn by Wyndham College Station University Drive|College Station, TX|30.63568| -96.32505|  55.00000
Hyatt House Bryan/College Station|College Station, TX|30.66408| -96.32395| 107.00000
Hyatt Place College Station|College Station, TX|30.63579| -96.32088| 120.00000
Aloft College Station|College Station, TX|30.63508| -96.32025|  98.00000
Vineyard Court Designer Suites Hotel|College Station, TX|30.61934| -96.32006|  80.00000
EZ Travel Inn|College Station, TX|30.61264| -96.31486|  60.00000
Ramada by Wyndham College Station|College Station, TX|30.64313| -96.31399|  78.00000
Comfort Suites Texas Ave.|College Station, TX|30.61083| -96.31111|  86.00000
Motel 6 Bryan, TX - College Station|College Station, TX|30.60948| -96.31053|  50.00000
Motel 6 College Station, TX - Bryan|College Station, TX|30.60948| -96.31053|  58.00000
Hilton Garden Inn College Station|College Station, TX|30.64692| -96.30205| 106.00000
Baymont by Wyndham College Station|College Station, TX|30.63203| -96.30054|  78.00000
La Quinta Inn & Suites by Wyndham College Station South|College Station, TX|30.57922| -96.28392|  94.00000
Wyndham Omaha / West Dodge|Omaha, NE|41.26388| -96.09598|  84.00000
Western Inn|Omaha, NE|41.26597| -96.08638|  74.00000
Motel 6 Omaha, NE|Omaha, NE|41.21346| -96.08349|  64.00000
Super 8 by Wyndham Omaha I-80 West|Omaha, NE|41.21129| -96.08318|  65.00000
Travel Inn Omaha|Omaha, NE|41.21206| -96.07824|  63.00000
