league|id|time|date|city|title|full|venue|ven_id|score|lat|long|t1|t2|t3|t4|low|med|high|name|xname
ncaa_football|5918278|11:00 am|2023-09-02|Fort Worth, TX|Colorado at TCU|Colorado Buffaloes at TCU Horned Frogs Football|Amon G. Carter Stadium|  2803|0.763|32.7097| -97.3682|TCU Horned Frogs Football|Colorado Buffaloes Football|NA|NA|177| 322|  1370|NCAA FB|College Football
ncaa_football|5816550|07:30 pm|2023-09-03|Orlando, FL|Camping World Kickoff: LSU vs Florida State|Camping World Kickoff: LSU vs Florida State|Camping World Stadium|  3721|0.865|28.5378| -81.4016|Camping World Kickoff|LSU Tigers Football|Florida State Seminoles Football|NA|227| 447| 11350|NCAA FB|College Football
ncaa_football|5816624|01:00 pm|2023-09-02|Oxford, MS|Mercer at Ole Miss|Mercer Bears at Ole Miss Rebels Football|Vaught Hemingway Stadium|  2772|0.478|34.3619| -89.5342|Ole Miss Rebels Football|Mercer Bears Football|NA|NA| 11|  23|   302|NCAA FB|College Football
ncaa_football|5944740|07:00 pm|2023-08-31|Birmingham, AL|North Carolina A&T at UAB|North Carolina A&T Aggies at UAB Blazers Football|Protective Stadium|518853|0.295|33.5271| -86.8073|UAB Blazers Football|North Carolina A&T Aggies Football|NA|NA| 44|  54|    91|NCAA FB|College Football
ncaa_football|5816523|06:30 pm|2023-09-02|Tuscaloosa, AL|Middle Tennessee at Alabama|Middle Tennessee Blue Raiders at Alabama Crimson Tide Football|Bryant-Denny Stadium|  2755|0.675|33.2083| -87.5504|Alabama Crimson Tide Football|Middle Tennessee Blue Raiders Football|NA|NA| 17|  68| 90095|NCAA FB|College Football
ncaa_football|5952368|06:00 pm|2023-09-02|Memphis, TN|Bethune-Cookman at Memphis|Bethune-Cookman Wildcats at Memphis Tigers Football|Simmons Bank Liberty Stadium|  2827|0.278|35.1209| -89.9771|Memphis Tigers Football|Bethune-Cookman Wildcats Football|NA|NA| 27|  48|   238|NCAA FB|College Football
ncaa_football|5816525|03:30 pm|2023-09-02|Auburn, AL|UMass Minutemen at Auburn Tigers Football|UMass Minutemen at Auburn Tigers Football|Jordan-Hare Stadium|  2768|0.594|32.6022| -85.4891|Auburn Tigers Football|UMass Minutemen Football|NA|NA| 18|  43|  9096|NCAA FB|College Football
ncaa_football|5853586|06:30 pm|2023-09-02|Champaign, IL|Toledo at Illinois|Toledo Rockets at Illinois Fighting Illini Football|Memorial Stadium - IL|  2804|0.483|40.0993| -88.2359|Illinois Fighting Illini Football|Toledo Rockets Football|NA|NA| 13|  40|   304|NCAA FB|College Football
ncaa_football|5855251|03:30 pm|2023-09-02|Notre Dame, IN|Tennessee St at Notre Dame|Tennessee State Tigers at Notre Dame Fighting Irish Football|Notre Dame Stadium|  2762|0.678|41.6971| -86.2326|Notre Dame Fighting Irish Football|Tennessee State Tigers Football|NA|NA| 51| 169|   893|NCAA FB|College Football
ncaa_football|6016148|05:00 pm|2023-09-02|Montgomery, AL|Southern University at Alabama State|Southern Jaguars at Alabama State Hornets Football|ASU Stadium|381460|0.382|32.3652| -86.2957|Alabama State Hornets Football|Southern Jaguars Football|NA|NA| 57|  70|    87|NCAA FB|College Football
ncaa_football|5929003|07:00 pm|2023-09-01|Miami Gardens, FL|Miami (OH) at Miami (FL)|Miami (OH) Redhawks at Miami Hurricanes Football|Hard Rock Stadium|    29|0.501|25.9579| -80.2388|Miami Hurricanes Football|Miami (OH) Redhawks Football|NA|NA| 21|  61|  1511|NCAA FB|College Football
ncaa_football|5909689|03:00 pm|2023-09-03|Miami Gardens, FL|Orange Blossom Classic: Jackson State vs Florida A&M|Orange Blossom Classic: Jackson State vs Florida A&M|Hard Rock Stadium|    29|0.471|25.9579| -80.2388|Orange Blossom Classic|Florida A&M Rattlers Football|Jackson State Tigers Football|NA| 46| 158|  9135|NCAA FB|College Football
ncaa_football|5929128|12:00 pm|2023-09-02|Chestnut Hill, MA|Northern Illinois at Boston College|Northern Illinois Huskies at Boston College Eagles Football|Alumni Stadium|  2780|0.330|42.3340| -71.1707|Boston College Eagles Football|Northern Illinois Huskies Football|NA|NA| 14|  39|   364|NCAA FB|College Football
ncaa_football|5922776|03:30 am|2023-09-02|Lexington, VA|Davidson at VMI|Davidson Wildcats at VMI Keydets Football|Alumni Memorial Field|  5913|0.192|37.7890| -79.4351|VMI Keydets Football|Davidson Wildcats Football|NA|NA| 77|  88|    99|NCAA FB|College Football
ncaa_football|5853630|03:30 pm|2023-09-02|Bloomington, IN|Ohio State at Indiana|Ohio State Buckeyes at Indiana Hoosiers Football|Memorial Stadium - Indiana|481477|0.671|39.1809| -86.5256|Indiana Hoosiers Football|Ohio State Buckeyes Football|NA|NA| 80| 178| 11587|NCAA FB|College Football
ncaa_football|5918074|05:00 pm|2023-08-26|Los Angeles, CA|San Jose State at USC|San Jose State Spartans at USC Trojans Football|Los Angeles Memorial Coliseum| 51012|0.601|34.0139|-118.2830|USC Trojans Football|San Jose State Spartans Football|NA|NA| 52| 111|   781|NCAA FB|College Football
ncaa_football|5918181|07:00 pm|2023-09-02|Tucson, AZ|Northern Arizona Lumberjacks at Arizona Wildcats Football|Northern Arizona Lumberjacks at Arizona Wildcats Football|Arizona Stadium|  2809|0.393|32.2298|-110.9460|Arizona Wildcats Football|Northern Arizona Lumberjacks Football|NA|NA| 15|  60|   433|NCAA FB|College Football
ncaa_football|5816547|06:00 pm|2023-09-02|Nashville, TN|Alabama A&M at Vanderbilt|Alabama A&M Bulldogs at Vanderbilt Commodores Football|FirstBank Stadium|  2753|0.367|36.1437| -86.8091|Vanderbilt Commodores Football|Alabama A&M Bulldogs Football|NA|NA| 11|  24|  5855|NCAA FB|College Football
ncaa_football|5913836|04:30 pm|2023-08-26|Jacksonville, AL|UTEP at Jacksonville State|UTEP Miners at Jacksonville State Gamecocks Football|Burgess Snow Field at JSU Stadium| 60243|0.155|33.8235| -85.7633|Jacksonville State Gamecocks Football|UTEP Miners Football|NA|NA| 48|  72|    76|NCAA FB|College Football
ncaa_football|5736213|07:30 pm|2023-09-01|Atlanta, GA|Chick-fil-A Kickoff Classic - Louisville vs Georgia Tech|Chick-fil-A Kickoff Classic - Louisville vs Georgia Tech|Mercedes-Benz Stadium|419590|0.628|33.7556| -84.4024|Chick-fil-A Kickoff Game|Louisville Cardinals Football|Georgia Tech Yellow Jackets Football|NA|115| 244|  1088|NCAA FB|College Football
ncaa_football|5975007|03:30 am|2023-09-02|Bethlehem, PA|Villanova at Lehigh|Villanova Wildcats at Lehigh Mountain Hawks Football|Goodman Stadium|  5943|0.139|40.5861| -75.3505|Lehigh Mountain Hawks Football|Villanova Wildcats Football|NA|NA| 36|  54|    63|NCAA FB|College Football
ncaa_football|5853530|12:00 pm|2023-09-02|Ann Arbor, MI|East Carolina at Michigan|East Carolina Pirates at Michigan Wolverines Football|Michigan Stadium|  2782|0.715|42.2657| -83.7495|Michigan Wolverines Football|East Carolina Pirates Football|NA|NA| 62| 147| 11704|NCAA FB|College Football
ncaa_football|5932092|06:30 pm|2023-09-02|Lafayette, LA|Northwestern State at Louisiana|Northwestern State Demons at Louisiana Ragin' Cajuns Football|Cajun Field|  2796|0.120|30.2150| -92.0408|Louisiana Ragin' Cajuns Football|Northwestern State Demons Football|NA|NA| 57|  70|    93|NCAA FB|College Football
ncaa_football|5930320|08:15 pm|2023-09-02|Provo, UT|Sam Houston at BYU|Sam Houston Bearkats at BYU Cougars Football|LaVell Edwards Stadium|   429|0.463|40.2566|-111.6540|BYU Cougars Football|Sam Houston Bearkats Football|NA|NA| 62| 104|   374|NCAA FB|College Football
ncaa_football|5960692|11:00 am|2023-09-02|Colorado Springs, CO|Robert Morris at Air Force|Robert Morris Colonials at Air Force Falcons Football|Falcon Stadium|  2781|0.462|39.0109|-104.8910|Air Force Falcons Football|Robert Morris Colonials Football|NA|NA| 47|  95|   310|NCAA FB|College Football
ncaa_football|5918318|11:00 am|2023-09-02|Norman, OK|Arkansas State at Oklahoma|Arkansas State Red Wolves at Oklahoma Sooners Football|Gaylord Family Oklahoma Memorial Stadium|    42|0.602|35.2076| -97.4633|Oklahoma Sooners Football|Arkansas State Red Wolves Football|NA|NA| 40|  67|  5855|NCAA FB|College Football
ncaa_football|5974930|01:00 pm|2023-09-02|North Easton, MA|New Hampshire at Stonehill|New Hampshire Wildcats at Stonehill Skyhawks Football|W.B. Mason Stadium|521154|0.096|42.0573| -71.0824|Stonehill Skyhawks Football|New Hampshire Wildcats Football|NA|NA| 78|  80|    82|NCAA FB|College Football
ncaa_football|5712758|11:00 am|2023-09-02|Nashville, TN|Virginia at Tennessee|Virginia Cavaliers vs Tennessee Volunteers Football|Nissan Stadium|  1126|0.804|36.1661| -86.7721|Tennessee Volunteers Football|Virginia Cavaliers Football|NA|NA| 73| 316|  5855|NCAA FB|College Football
ncaa_football|6001305|03:30 am|2023-09-02|Bronx, NY|Wagner at Fordham|Wagner Seahawks at Fordham Rams Football|Coffey Field|  5954|0.093|40.8607| -73.8894|Fordham Rams Football|Wagner Seahawks Football|NA|NA| 47|  57|    82|NCAA FB|College Football
ncaa_football|5955510|06:00 pm|2023-09-02|Statesboro, GA|The Citadel at Georgia Southern|The Citadel Bulldogs at Georgia Southern Eagles Football|Paulson Stadium|  2352|0.302|32.4488| -81.7832|Georgia Southern Eagles Football|The Citadel Bulldogs Football|NA|NA| 25|  64|   102|NCAA FB|College Football
ncaa_football|5922733|07:00 pm|2023-08-31|Greenville, SC|Tennessee Tech at Furman|Tennessee Tech Golden Eagles at Furman Paladins Football|Paladin Stadium|  6018|0.076|34.9201| -82.4370|Furman Paladins Football|Tennessee Tech Golden Eagles Football|NA|NA| 61|  66|    69|NCAA FB|College Football
ncaa_football|5954269|04:00 pm|2023-09-03|Canton, OH|Black College Football Hall of Fame Classic: Virginia Union vs Morehouse|Black College Football Hall of Fame Classic: Virginia Union vs Morehouse|Tom Benson Hall of Fame Stadium|  2472|0.233|40.8199| -81.3980|Black College Football Hall of Fame Classic|Morehouse Maroon Tigers Football|NA|NA| 68|  69|    82|NCAA FB|College Football
ncaa_football|5913906|02:30 pm|2023-09-02|Bowling Green, KY|South Florida at Western Kentucky|South Florida Bulls at Western Kentucky Hilltoppers Football|Houchens Industries-LT Smith Stadium|  2823|0.359|36.9847| -86.4594|Western Kentucky Hilltoppers Football|South Florida Bulls Football|NA|NA| 20|  39|   115|NCAA FB|College Football
ncaa_football|5853654|07:00 pm|2023-08-31|Minneapolis, MN|Nebraska at Minnesota|Nebraska Cornhuskers at Minnesota Golden Gophers Football|Huntington Bank Stadium|  1752|0.734|44.9766| -93.2245|Minnesota Golden Gophers Football|Nebraska Cornhuskers Football|NA|NA|142| 251|   894|NCAA FB|College Football
ncaa_football|5939719|03:30 am|2023-09-02|San Luis Obispo, CA|San Diego at Cal Poly|San Diego Toreros at Cal Poly Mustangs Football|Alex G. Spanos Stadium|  5936|0.069|35.3005|-120.6580|Cal Poly Mustangs Football|San Diego Toreros Football|NA|NA| 46|  52|    60|NCAA FB|College Football
ncaa_football|5953757|07:30 pm|2023-08-31|Youngstown, OH|Valparaiso at Youngstown State|Valparaiso Beacons at Youngstown State Penguins Football|Stambaugh Stadium|  5917|0.065|41.1120| -80.6513|Youngstown State Penguins Football|Valparaiso Beacons Football|NA|NA| 57|  58|    60|NCAA FB|College Football
ncaa_football|5929006|07:30 pm|2023-09-07|Louisville, KY|Murray State at Louisville|Murray State Racers at Louisville Cardinals Football|L&N Federal Credit Union Stadium|  2760|0.455|38.2061| -85.7588|Louisville Cardinals Football|Murray State Racers Football|NA|NA| 17|  71|  5921|NCAA FB|College Football
ncaa_football|5816537|07:00 pm|2023-08-31|Columbia, MO|South Dakota at Missouri|South Dakota Coyotes at Missouri Tigers Football|Faurot Field at Memorial Stadium|  2811|0.455|38.9342| -92.3302|Missouri Tigers Football|South Dakota Coyotes Football|NA|NA| 17|  57|  5855|NCAA FB|College Football
ncaa_football|5930888|06:00 pm|2023-09-02|Florence, AL|Chattanooga at North Alabama|Chattanooga Mocs at North Alabama Lions Football|Braly Municipal Stadium|  7036|0.028|34.8120| -87.6716|North Alabama Lions Football|Chattanooga Mocs Football|NA|NA| 50|  56|    69|NCAA FB|College Football
ncaa_football|5930346|02:30 pm|2023-09-02|Cincinnati, OH|Eastern Kentucky at Cincinnati|Eastern Kentucky Colonels at Cincinnati Bearcats Football|Nippert Stadium|  2815|0.480|39.1316| -84.5169|Cincinnati Bearcats Football|Eastern Kentucky Colonels Football|NA|NA| 41|  91|   446|NCAA FB|College Football
ncaa_football|5853668|12:00 pm|2023-09-03|Piscataway, NJ|Northwestern at Rutgers|Northwestern Wildcats at Rutgers Scarlet Knights Football|SHI Stadium|  2745|0.451|40.5165| -74.4624|Rutgers Scarlet Knights Football|Northwestern Wildcats Football|NA|NA| 35|  96|   229|NCAA FB|College Football
ncaa_football|5988574|06:00 pm|2023-09-02|DeLand, FL|St. Thomas (FL) Bobcats at Stetson Hatters Football|St. Thomas (FL) Bobcats at Stetson Hatters Football|Spec Martin Stadium| 55278|0.014|29.0201| -81.3000|Stetson Hatters Football|St. Thomas (FL) Bobcats Football|NA|NA| 37|  38|    58|NCAA FB|College Football
ncaa_football|5955489|03:30 pm|2023-09-02|Boone, NC|Gardner-Webb at Appalachian State|Gardner-Webb Runnin' Bulldogs at Appalachian State Mountaineers Football|Kidd Brewer Stadium|  3723|0.528|36.2116| -81.6856|Appalachian State Mountaineers Football|Gardner-Webb Runnin' Bulldogs Football|NA|NA| 74| 100|   287|NCAA FB|College Football
ncaa_football|5892691|07:00 pm|2023-08-31|Tulsa, OK|Arkansas-Pine Bluff at Tulsa|Arkansas Pine Bluff Golden Lions at Tulsa Golden Hurricane Football|HA Chapman Stadium|  2818|0.237|36.1489| -95.9438|Tulsa Golden Hurricane Football|Arkansas Pine Bluff Golden Lions Football|NA|NA| 22|  54|   364|NCAA FB|College Football
ncaa_football|5918068|12:00 pm|2023-09-02|Eugene, OR|Portland State at Oregon|Portland State Vikings at Oregon Ducks Football|Autzen Stadium|  2763|0.542|44.0582|-123.0690|Oregon Ducks Football|Portland State Vikings Football|NA|NA| 22| 127|  5921|NCAA FB|College Football
ncaa_football|5816527|06:00 pm|2023-08-31|Salt Lake City, UT|Florida at Utah|Florida Gators at Utah Utes Football|Rice-Eccles Stadium|  2132|0.736|40.7590|-111.8500|Utah Utes Football|Florida Gators Football|NA|NA|268| 499|  1149|NCAA FB|College Football
ncaa_football|5913822|12:00 pm|2023-09-02|Lynchburg, VA|Bowling Green at Liberty|Bowling Green Falcons at Liberty Flames Football|Williams Stadium|  5912|0.222|37.3537| -79.1740|Liberty Flames Football|Bowling Green Falcons Football|NA|NA| 33|  56|   304|NCAA FB|College Football
ncaa_football|5853636|03:30 pm|2023-09-02|College Park, MD|Towson at Maryland|Towson Tigers at Maryland Terrapins Football|SECU Stadium|  2525|0.383|38.9903| -76.9472|Maryland Terrapins Football|Towson Tigers Football|NA|NA| 11|  32|  5855|NCAA FB|College Football
ncaa_football|5955618|06:00 pm|2023-09-02|Hattiesburg, MS|Alcorn State at Southern Miss|Alcorn State Braves at Southern Miss Golden Eagles Football|USM MM Roberts Stadium|  2798|0.445|31.3266| -89.3303|Southern Miss Golden Eagles Football|Alcorn State Braves Football|NA|NA| 27|  54|   314|NCAA FB|College Football
ncaa_football|5913874|07:00 pm|2023-09-02|Las Cruces, NM|Western Illinois at New Mexico State|Western Illinois Leathernecks at New Mexico State Aggies Football|Aggie Memorial Stadium|  2822|0.217|32.2816|-106.7420|New Mexico State Aggies Football|Western Illinois Leathernecks Football|NA|NA| 73|  74|    76|NCAA FB|College Football
ncaa_football|5913810|06:30 pm|2023-09-02|Miami, FL|Maine at FIU|Maine Black Bears at Florida International Panthers Football|FIU Stadium|  2821|0.347|25.7572| -80.3758|Florida International Panthers Football|Maine Black Bears Football|NA|NA| 10|  46|    77|NCAA FB|College Football
ncaa_football|5853572|12:00 pm|2023-09-02|West Lafayette, IN|Fresno State at Purdue|Fresno State Bulldogs at Purdue Boilermakers Football|Ross Ade Stadium|  2817|0.525|40.4351| -86.9191|Purdue Boilermakers Football|Fresno State Bulldogs Football|NA|NA| 20|  56|   590|NCAA FB|College Football
ncaa_football|5929146|08:00 pm|2023-09-04|Durham, NC|Clemson at Duke|Clemson Tigers at Duke Blue Devils Football|Wallace Wade Stadium|  2764|0.588|35.9150| -78.9137|Duke Blue Devils Football|Clemson Tigers Football|NA|NA|100| 137|   883|NCAA FB|College Football
ncaa_football|5929021|03:30 pm|2023-09-02|Pittsburgh, PA|Wofford at Pittsburgh|Wofford Terriers at Pittsburgh Panthers Football|Acrisure Stadium|  1119|0.472|40.4468| -80.0158|Pittsburgh Panthers Football|Wofford Terriers Football|NA|NA| 34|  66|  5855|NCAA FB|College Football
ncaa_football|5989122|07:00 pm|2023-08-31|Kalamazoo, MI|Saint Francis (PA) at Western Michigan|Saint Francis (PA) Red Flash at Western Michigan Broncos Football|Waldo Stadium|  2820|0.196|42.2851| -85.6122|Western Michigan Broncos Football|Saint Francis (PA) Red Flash Football|NA|NA| 23|  39|    82|NCAA FB|College Football
ncaa_football|5929664|07:00 pm|2023-09-01|Lawrence, KS|Missouri State at Kansas|Missouri State Bears at Kansas Jayhawks Football|David Booth Kansas Memorial Stadium|  2786|0.499|38.9643| -95.2468|Kansas Jayhawks Football|Missouri State Bears Football|NA|NA| 32|  65|   365|NCAA FB|College Football
ncaa_football|5960616|05:00 pm|2023-09-02|Fort Collins, CO|Washington State at Colorado State|Washington State Cougars at Colorado State Rams Football|Canvas Stadium|425968|0.498|40.5699|-105.0880|Colorado State Rams Football|Washington State Cougars Football|NA|NA| 68| 116|   616|NCAA FB|College Football
ncaa_football|5929660|06:00 pm|2023-09-02|Waco, TX|Texas State Bobcats at Baylor Bears Football|Texas State Bobcats at Baylor Bears Football|McLane Stadium| 59862|0.514|31.5582| -97.1157|Baylor Bears Football|Texas State Bobcats Football|NA|NA| 34|  63|   641|NCAA FB|College Football
ncaa_football|5816533|03:00 pm|2023-09-02|Starkville, MS|Southeastern Louisiana at Mississippi State|Southeastern Louisiana Lions at Mississippi State Bulldogs Football|Davis Wade Stadium|  2776|0.435|33.4563| -88.7934|Mississippi State Bulldogs Football|Southeastern Louisiana Lions Football|NA|NA| 11|  28|  1151|NCAA FB|College Football
ncaa_football|5913838|01:00 pm|2023-09-02|Jacksonville, AL|ETSU at Jacksonville State|East Tennessee State Buccaneers at Jacksonville State Gamecocks Football|Burgess Snow Field at JSU Stadium| 60243|0.075|33.8235| -85.7633|Jacksonville State Gamecocks Football|East Tennessee State Buccaneers Football|NA|NA| 47|  71|    76|NCAA FB|College Football
ncaa_football|6088259|06:00 pm|2023-08-31|Champaign, IL|Eastern Illinois at Indiana State|Eastern Illinois Panthers at Indiana State Sycamores Football|Memorial Stadium - IL|  2804|0.279|40.0993| -88.2359|Indiana State Sycamores Football|Eastern Illinois Panthers Football|NA|NA| 32|  51|    95|NCAA FB|College Football
ncaa_football|5953836|03:30 am|2023-09-02|Dover, DE|Bowie State Bulldogs at Delaware State Hornets Football|Bowie State Bulldogs at Delaware State Hornets Football|Alumni Stadium - Delaware State|  6039|0.136|39.1404| -75.5227|Delaware State Hornets Football|Bowie State Bulldogs Football|NA|NA| 53|  62|    81|NCAA FB|College Football
ncaa_football|5929032|04:00 pm|2023-09-02|Syracuse, NY|Colgate at Syracuse|Colgate Raiders at Syracuse Orange Football|JMA Wireless Dome|  1620|0.426|43.0362| -76.1363|Syracuse Orange Football|Colgate Raiders Football|NA|NA| 21|  45|   433|NCAA FB|College Football
ncaa_football|5929668|06:30 pm|2023-09-08|Lawrence, KS|Illinois at Kansas|Illinois Fighting Illini at Kansas Jayhawks Football|David Booth Kansas Memorial Stadium|  2786|0.573|38.9643| -95.2468|Kansas Jayhawks Football|Illinois Fighting Illini Football|NA|NA| 59| 116|   338|NCAA FB|College Football
ncaa_football|5929688|06:00 pm|2023-09-02|Stillwater, OK|Central Arkansas at Oklahoma State|Central Arkansas Bears at Oklahoma State Cowboys Football|Boone Pickens Stadium|  2785|0.519|36.1256| -97.0665|Oklahoma State Cowboys Football|Central Arkansas Bears Football|NA|NA| 20|  45|   410|NCAA FB|College Football
ncaa_football|5914624|06:00 pm|2023-09-02|Richmond, VA|Morgan State at Richmond|Morgan State Bears at Richmond Spiders Football|Robins Stadium|  5976|0.111|37.5804| -77.5389|Richmond Spiders Football|Morgan State Bears Football|NA|NA| 33|  47|    71|NCAA FB|College Football
ncaa_football|6097481|07:00 pm|2023-08-31|Brookings, SD|Western Oregon at South Dakota State|Western Oregon Wolves at South Dakota State Jackrabbits Football|Dana J. Dykhouse Stadium|  5911|0.333|44.3210| -96.7801|South Dakota State Jackrabbits Football|Western Oregon Wolves Football|NA|NA| 22|  36|   234|NCAA FB|College Football
ncaa_football|5918306|07:30 pm|2023-08-31|East Hartford, CT|NC State at UConn|NC State Wolfpack at UConn Huskies Football|Pratt & Whitney Stadium at Rentschler Field|  2456|0.452|41.7632| -72.6186|UConn Huskies Football|NC State Wolfpack Football|NA|NA| 28|  61|   314|NCAA FB|College Football
ncaa_football|5988626|03:30 am|2023-08-31|Morehead, KY|West Virginia State Jackets at Morehead State Eagles Football|West Virginia State Jackets at Morehead State Eagles Football|Jayne Stadium|  6027|0.095|38.1916| -83.4253|Morehead State Eagles Football|NA|NA|NA| 57|  57|    57|NCAA FB|College Football
ncaa_football|5974907|06:00 pm|2023-09-02|Fairfield, CT|Lafayette at Sacred Heart|Lafayette Leopards at Sacred Heart Pioneers Football|Campus Field|  5974|0.076|41.2224| -73.2405|Sacred Heart Pioneers Football|Lafayette Leopards Football|NA|NA| 47|  51|    82|NCAA FB|College Football
ncaa_football|5918251|07:30 pm|2023-09-02|San Diego, CA|Idaho State at San Diego State|Idaho State Bengals at San Diego State Aztecs Football|SnapDragon Stadium|520013|0.449|32.7808|-117.1180|San Diego State Aztecs Football|Idaho State Bengals Football|NA|NA| 35|  72|   744|NCAA FB|College Football
ncaa_football|5853604|11:00 am|2023-09-02|Iowa City, IA|Utah State at Iowa|Utah State Aggies at Iowa Hawkeyes Football|Kinnick Stadium|  2758|0.622|41.6590| -91.5541|Iowa Hawkeyes Football|Utah State Aggies Football|NA|NA| 57|  94|   552|NCAA FB|College Football
ncaa_football|5952214|03:00 pm|2023-09-02|Denton, TX|California at North Texas|California Golden Bears at North Texas Mean Green Football|Apogee Stadium|  6611|0.389|33.2041| -97.1602|North Texas Mean Green Football|California Golden Bears Football|NA|NA| 34|  50|   316|NCAA FB|College Football
ncaa_football|5881502|07:30 pm|2023-08-26|Atlanta, GA|2023 MEAC/SWAC Challenge - South Carolina St vs Jackson St|MEAC/SWAC Challenge - South Carolina State vs Jackson State|Center Parc Stadium|     2|0.406|33.7362| -84.3894|MEAC/SWAC Challenge|South Carolina State Bulldogs Football|Jackson State Tigers Football|NA| 44|  80|  1120|NCAA FB|College Football
ncaa_football|5944750|06:00 pm|2023-09-02|Boca Raton, FL|Monmouth at Florida Atlantic|Monmouth Hawks at Florida Atlantic Owls Football|FAU Stadium|  5895|0.270|26.3738| -80.1019|Florida Atlantic Owls Football|Monmouth Hawks Football|NA|NA| 27|  53|   227|NCAA FB|College Football
ncaa_football|5955532|07:00 pm|2023-08-31|Atlanta, GA|Rhode Island at Georgia State|Rhode Island Rams at Georgia State Panthers Football|Center Parc Stadium|     2|0.218|33.7362| -84.3894|Georgia State Panthers Football|Rhode Island Rams Football|NA|NA| 26|  39|   314|NCAA FB|College Football
ncaa_football|5816552|03:00 pm|2023-09-02|Little Rock, AR|Western Carolina at Arkansas|Western Carolina Catamounts at Arkansas Razorbacks Football|War Memorial Stadium (Little Rock)|  2838|0.625|34.7502| -92.3299|Arkansas Razorbacks Football|Western Carolina Catamounts Football|NA|NA| 61| 174|   871|NCAA FB|College Football
ncaa_football|5960666|01:00 pm|2023-09-02|Las Vegas, NV|Bryant at UNLV|Bryant Bulldogs at UNLV Rebels Football|Allegiant Stadium|514837|0.244|36.0909|-115.1830|UNLV Rebels Football|Bryant Bulldogs Football|NA|NA| 58|  70|   572|NCAA FB|College Football
ncaa_football|6016038|07:00 pm|2023-08-31|Beaumont, TX|Idaho at Lamar|Idaho Vandals at Lamar Cardinals Football|Provost Umphrey Stadium|  5946|0.022|30.0432| -94.0699|Lamar Cardinals Football|Idaho Vandals Football|NA|NA| 28|  46|    94|NCAA FB|College Football
ncaa_football|5912367|11:00 am|2023-09-02|Dallas, TX|Louisiana Tech at SMU|Louisiana Tech Bulldogs at SMU Mustangs Football|Gerald J. Ford Stadium|  2806|0.379|32.8390| -96.7838|SMU Mustangs Football|Louisiana Tech Bulldogs Football|NA|NA| 26|  53|   346|NCAA FB|College Football
ncaa_football|5955645|06:00 pm|2023-09-02|Troy, AL|Stephen F. Austin at Troy|Stephen F. Austin Lumberjacks at Troy Trojans Football|Veterans Memorial Stadium - AL|  2778|0.239|31.7995| -85.9518|Troy Trojans Football|Stephen F. Austin Lumberjacks Football|NA|NA| 25|  46|   314|NCAA FB|College Football
ncaa_football|5930332|07:00 pm|2023-08-31|Orlando, FL|Kent State at UCF|Kent State Golden Flashes at UCF Knights Football|FBC Mortgage Stadium|  2756|0.394|28.6069| -81.1973|UCF Knights Football|Kent State Golden Flashes Football|NA|NA| 11|  43|   853|NCAA FB|College Football
ncaa_football|5953798|03:00 pm|2023-09-02|Grand Forks, ND|Drake at North Dakota|Drake Bulldogs at North Dakota Fighting Hawks Football|Alerus Center|   690|0.178|47.9107| -97.0911|North Dakota Fighting Hawks Football|Drake Bulldogs Football|NA|NA| 33|  39|    82|NCAA FB|College Football
ncaa_football|5816535|06:30 pm|2023-08-26|Nashville, TN|Hawaii at Vanderbilt|Hawaii Warriors at Vanderbilt Commodores Football|FirstBank Stadium|  2753|0.368|36.1437| -86.8091|Vanderbilt Commodores Football|Hawaii Warriors Football|NA|NA| 17|  29|  5855|NCAA FB|College Football
ncaa_football|5944097|06:30 pm|2023-09-01|Ypsilanti, MI|Howard at Eastern Michigan|Howard Bison at Eastern Michigan Eagles Football|Rynearson Stadium|  2777|0.172|42.2542| -83.6476|Eastern Michigan Eagles Football|Howard Bison Football|NA|NA| 33|  46|    73|NCAA FB|College Football
ncaa_football|5929720|06:00 pm|2023-09-02|Manhattan, KS|Southeast Missouri State Redhawks at Kansas State Wildcats Football|Southeast Missouri State Redhawks at Kansas State Wildcats Football|Bill Snyder Family Stadium|  2783|0.503|39.2040| -96.5926|Kansas State Wildcats Football|Southeast Missouri State Redhawks Football|NA|NA| 40|  72|   322|NCAA FB|College Football
ncaa_football|5952337|06:00 pm|2023-09-02|Charlotte, NC|South Carolina State at Charlotte|South Carolina State Bulldogs at Charlotte 49ers Football|Jerry Richardson Stadium|  6008|0.227|35.2271| -80.8431|Charlotte 49ers Football|South Carolina State Bulldogs Football|NA|NA| 29|  88|   160|NCAA FB|College Football
ncaa_football|5974993|03:30 am|2023-09-02|Worcester, MA|Merrimack Warriors at Holy Cross Crusaders Football|Merrimack Warriors at Holy Cross Crusaders Football|Fitton Field| 50817|0.074|42.2416| -71.8099|Holy Cross Crusaders Football|Merrimack Warriors Football|NA|NA| 24|  39|    58|NCAA FB|College Football
ncaa_football|5975036|12:30 pm|2023-09-02|Washington, DC|Marist at Georgetown|Marist Red Foxes at Georgetown Hoyas Football|Cooper Field|  5938|0.348|38.9080| -77.0753|Georgetown Hoyas Football|Marist Red Foxes Football|NA|NA| 46|  49|    58|NCAA FB|College Football
