league|id|time|date|city|title|full|venue|ven_id|score|lat|long|t1|t2|t3|t4|low|med|high|name|xname
mlb|5786865|01:15 pm|2023-08-06|St. Louis, MO|Rockies at Cardinals|Colorado Rockies at St. Louis Cardinals|Busch Stadium|    27|0.682|38.6226| -90.1928|St. Louis Cardinals|Colorado Rockies|NA|NA| 11|  43|   717|MLB|MLB Baseball
mlb|5788906|06:40 pm|2023-08-19|Cincinnati, OH|Blue Jays at Reds|Toronto Blue Jays at Cincinnati Reds|Great American Ball Park|    26|0.681|39.0974| -84.5071|Cincinnati Reds|Toronto Blue Jays|NA|NA| 34|  80|   377|MLB|MLB Baseball
mlb|5786705|06:38 pm|2023-08-18|Anaheim, CA|Rays at Angels|Tampa Bay Rays at Los Angeles Angels|Angel Stadium of Anaheim|    28|0.681|33.8003|-117.8830|Los Angeles Angels|Tampa Bay Rays|NA|NA| 18|  46|  1004|MLB|MLB Baseball
mlb|5787821|04:10 pm|2023-08-26|Saint Petersburg, FL|Yankees at Rays|New York Yankees at Tampa Bay Rays|Tropicana Field|     4|0.681|27.7682| -82.6534|Tampa Bay Rays|New York Yankees|NA|NA| 67| 148|  1730|MLB|MLB Baseball
mlb|5787959|12:35 pm|2023-08-10|Baltimore, MD|Astros at Orioles|Houston Astros at Baltimore Orioles|Oriole Park at Camden Yards|    25|0.680|39.2840| -76.6199|Baltimore Orioles|Houston Astros|NA|NA| 23|  59|   234|MLB|MLB Baseball
mlb|5785554|07:05 pm|2023-08-22|Bronx, NY|Nationals at Yankees|Washington Nationals at New York Yankees|Yankee Stadium|     8|0.625|40.8296| -73.9262|New York Yankees|Washington Nationals|NA|NA| 12|  53| 12004|MLB|MLB Baseball
mlb|5786252|06:40 pm|2023-08-14|San Diego, CA|Orioles at Padres|Baltimore Orioles at San Diego Padres|Petco Park|    24|0.678|32.7076|-117.1570|San Diego Padres|Baltimore Orioles|NA|NA| 29|  54|  1154|MLB|MLB Baseball
mlb|5786841|06:45 pm|2023-08-02|St. Louis, MO|Twins at Cardinals|Minnesota Twins at St. Louis Cardinals|Busch Stadium|    27|0.678|38.6226| -90.1928|St. Louis Cardinals|Minnesota Twins|NA|NA| 13|  40|116812|MLB|MLB Baseball
mlb|5785342|07:10 pm|2023-08-14|Flushing, NY|Pirates at Mets|Pittsburgh Pirates at New York Mets|Citi Field|     3|0.625|40.7564| -73.8459|New York Mets|Pittsburgh Pirates|NA|NA| 10|  34| 10563|MLB|MLB Baseball
mlb|5788109|04:05 pm|2023-08-19|Washington, DC|Phillies at Nationals|Philadelphia Phillies at Washington Nationals|Nationals Park|  3713|0.677|38.8719| -77.0093|Washington Nationals|Philadelphia Phillies|NA|NA| 33|  66|   515|MLB|MLB Baseball
mlb|5787799|01:40 pm|2023-08-13|Saint Petersburg, FL|Guardians at Rays|Cleveland Guardians at Tampa Bay Rays|Tropicana Field|     4|0.624|27.7682| -82.6534|Tampa Bay Rays|Cleveland Guardians|NA|NA| 30|  92|   580|MLB|MLB Baseball
mlb|5786060|07:20 pm|2023-08-21|Atlanta, GA|Mets at Braves|New York Mets at Atlanta Braves|Truist Park|418889|0.676|33.8897| -84.4654|Atlanta Braves|New York Mets|NA|NA| 22|  82|   791|MLB|MLB Baseball
mlb|5787957|07:05 pm|2023-08-09|Baltimore, MD|Astros at Orioles|Houston Astros at Baltimore Orioles|Oriole Park at Camden Yards|    25|0.656|39.2840| -76.6199|Baltimore Orioles|Houston Astros|NA|NA| 25|  54|   291|MLB|MLB Baseball
mlb|5789600|06:40 pm|2023-08-01|Miami, FL|Phillies at Marlins|Philadelphia Phillies at Miami Marlins|loanDepot park|  6371|0.623|25.7617| -80.1918|Miami Marlins|Philadelphia Phillies|NA|NA| 11|  26|   344|MLB|MLB Baseball
mlb|5786709|06:07 pm|2023-08-19|Anaheim, CA|Rays at Angels|Tampa Bay Rays at Los Angeles Angels|Angel Stadium of Anaheim|    28|0.676|33.8003|-117.8830|Los Angeles Angels|Tampa Bay Rays|NA|NA| 13|  41|  3845|MLB|MLB Baseball
mlb|5788311|07:05 pm|2023-08-11|Pittsburgh, PA|Reds at Pirates|Cincinnati Reds at Pittsburgh Pirates|PNC Park|    10|0.676|40.4472| -80.0064|Pittsburgh Pirates|Cincinnati Reds|NA|NA| 32|  78|   671|MLB|MLB Baseball
mlb|5785406|07:10 pm|2023-08-29|Flushing, NY|Rangers at Mets|Texas Rangers at New York Mets|Citi Field|     3|0.503|40.7564| -73.8459|New York Mets|Texas Rangers|NA|NA|  9|  34|  2381|MLB|MLB Baseball
mlb|5788059|01:05 pm|2023-08-02|Washington, DC|Brewers at Nationals|Milwaukee Brewers at Washington Nationals|Nationals Park|  3713|0.674|38.8719| -77.0093|Washington Nationals|Milwaukee Brewers|NA|NA| 21|  65|116812|MLB|MLB Baseball
mlb|5788872|06:40 pm|2023-08-07|Detroit, MI|Twins at Tigers|Minnesota Twins at Detroit Tigers|Comerica Park|    12|0.567|42.3390| -83.0485|Detroit Tigers|Minnesota Twins|NA|NA| 15|  49|   275|MLB|MLB Baseball
mlb|5785656|07:10 pm|2023-08-18|Houston, TX|Mariners at Astros|Seattle Mariners at Houston Astros|Minute Maid Park|    20|0.673|29.7562| -95.3557|Houston Astros|Seattle Mariners|NA|NA| 28|  88|   610|MLB|MLB Baseball
mlb|5788864|06:40 pm|2023-08-07|Cincinnati, OH|Marlins at Reds|Miami Marlins at Cincinnati Reds|Great American Ball Park|    26|0.673|39.0974| -84.5071|Cincinnati Reds|Miami Marlins|NA|NA| 17|  47|   301|MLB|MLB Baseball
mlb|5785562|01:05 pm|2023-08-24|Bronx, NY|Nationals at Yankees|Washington Nationals at New York Yankees|Yankee Stadium|     8|0.673|40.8296| -73.9262|New York Yankees|Washington Nationals|NA|NA| 15|  62|  6665|MLB|MLB Baseball
mlb|5786274|06:40 pm|2023-08-18|San Diego, CA|Diamondbacks at Padres|Arizona Diamondbacks at San Diego Padres|Petco Park|    24|0.673|32.7076|-117.1570|San Diego Padres|Arizona Diamondbacks|NA|NA| 22|  63|  3605|MLB|MLB Baseball
mlb|5786278|05:40 pm|2023-08-19|San Diego, CA|Diamondbacks at Padres|Arizona Diamondbacks at San Diego Padres|Petco Park|    24|0.672|32.7076|-117.1570|San Diego Padres|Arizona Diamondbacks|NA|NA| 39|  84|  3605|MLB|MLB Baseball
mlb|5787793|06:40 pm|2023-08-11|Saint Petersburg, FL|Guardians at Rays|Cleveland Guardians at Tampa Bay Rays|Tropicana Field|     4|0.619|27.7682| -82.6534|Tampa Bay Rays|Cleveland Guardians|NA|NA| 34|  95|   580|MLB|MLB Baseball
mlb|5786863|06:10 pm|2023-08-19|Denver, CO|White Sox at Rockies|Chicago White Sox at Colorado Rockies|Coors Field|     7|0.671|39.7557|-104.9940|Colorado Rockies|Chicago White Sox|NA|NA| 22|  83|   317|MLB|MLB Baseball
mlb|5788478|06:15 pm|2023-08-03|Milwaukee, WI|Pirates at Brewers|Pittsburgh Pirates at Milwaukee Brewers|American Family Field|    15|0.671|43.0296| -87.9725|Milwaukee Brewers|Pittsburgh Pirates|NA|NA| 13|  55| 12512|MLB|MLB Baseball
mlb|5785050|01:20 pm|2023-08-30|Chicago, IL|Brewers at Cubs|Milwaukee Brewers at Chicago Cubs|Wrigley Field|    11|0.618|41.9475| -87.6562|Chicago Cubs|Milwaukee Brewers|NA|NA| 14|  61|  6665|MLB|MLB Baseball
mlb|5785318|07:10 pm|2023-08-18|Los Angeles, CA|Marlins at Dodgers|Miami Marlins at Los Angeles Dodgers|Dodger Stadium|     1|0.671|34.0718|-118.2460|Los Angeles Dodgers|Miami Marlins|NA|NA| 39| 109|  1761|MLB|MLB Baseball
mlb|5786899|06:15 pm|2023-08-17|St. Louis, MO|Mets at Cardinals|New York Mets at St. Louis Cardinals|Busch Stadium|    27|0.561|38.6226| -90.1928|St. Louis Cardinals|New York Mets|NA|NA| 11|  43|   776|MLB|MLB Baseball
mlb|5786330|01:10 pm|2023-09-03|San Diego, CA|Giants at Padres|San Francisco Giants at San Diego Padres|Petco Park|    24|0.617|32.7076|-117.1570|San Diego Padres|San Francisco Giants|NA|NA| 47|  77|   688|MLB|MLB Baseball
mlb|5789610|12:10 pm|2023-08-03|Miami, FL|Phillies at Marlins|Philadelphia Phillies at Miami Marlins|loanDepot park|  6371|0.668|25.7617| -80.1918|Miami Marlins|Philadelphia Phillies|NA|NA| 11|  27|   987|MLB|MLB Baseball
mlb|5786326|05:40 pm|2023-09-02|San Diego, CA|Giants at Padres|San Francisco Giants at San Diego Padres|Petco Park|    24|0.668|32.7076|-117.1570|San Diego Padres|San Francisco Giants|NA|NA| 55|  98|  1442|MLB|MLB Baseball
mlb|5786314|06:40 pm|2023-08-31|San Diego, CA|Giants at Padres|San Francisco Giants at San Diego Padres|Petco Park|    24|0.616|32.7076|-117.1570|San Diego Padres|San Francisco Giants|NA|NA| 41|  80|  3605|MLB|MLB Baseball
mlb|5787418|06:40 pm|2023-08-08|Philadelphia, PA|Nationals at Phillies|Washington Nationals at Philadelphia Phillies|Citizens Bank Park|    18|0.665|39.9055| -75.1666|Philadelphia Phillies|Washington Nationals|NA|NA| 24|  61|   562|MLB|MLB Baseball
mlb|5788950|07:07 pm|2023-08-16|Toronto, Canada|Phillies at Blue Jays|Philadelphia Phillies at Toronto Blue Jays|Rogers Centre|    17|0.665|43.6422| -79.3909|Toronto Blue Jays|Philadelphia Phillies|NA|NA| 24|  70|  4036|MLB|MLB Baseball
mlb|5786715|01:07 pm|2023-08-20|Anaheim, CA|Rays at Angels|Tampa Bay Rays at Los Angeles Angels|Angel Stadium of Anaheim|    28|0.614|33.8003|-117.8830|Los Angeles Angels|Tampa Bay Rays|NA|NA|  9|  33|  3845|MLB|MLB Baseball
mlb|5787795|04:10 pm|2023-08-12|Saint Petersburg, FL|Guardians at Rays|Cleveland Guardians at Tampa Bay Rays|Tropicana Field|     4|0.664|27.7682| -82.6534|Tampa Bay Rays|Cleveland Guardians|NA|NA| 43| 100|   660|MLB|MLB Baseball
mlb|5787610|05:10 pm|2023-09-02|Phoenix, AZ|Orioles at Diamondbacks|Baltimore Orioles at Arizona Diamondbacks|Chase Field|    30|0.613|33.4453|-112.0670|Arizona Diamondbacks|Baltimore Orioles|NA|NA| 34| 119|   407|MLB|MLB Baseball
mlb|5787993|07:05 pm|2023-08-26|Baltimore, MD|Rockies at Orioles|Colorado Rockies at Baltimore Orioles|Oriole Park at Camden Yards|    25|0.613|39.2840| -76.6199|Baltimore Orioles|Colorado Rockies|NA|NA| 33|  71|   365|MLB|MLB Baseball
mlb|5786737|06:38 pm|2023-09-04|Anaheim, CA|Orioles at Angels|Baltimore Orioles at Los Angeles Angels|Angel Stadium of Anaheim|    28|0.556|33.8003|-117.8830|Los Angeles Angels|Baltimore Orioles|NA|NA| 11|  29|  3845|MLB|MLB Baseball
mlb|5785682|01:10 pm|2023-08-24|Houston, TX|Red Sox at Astros|Boston Red Sox at Houston Astros|Minute Maid Park|    20|0.661|29.7562| -95.3557|Houston Astros|Boston Red Sox|NA|NA| 35| 106|   519|MLB|MLB Baseball
mlb|5788918|06:40 pm|2023-08-25|Detroit, MI|Astros at Tigers|Houston Astros at Detroit Tigers|Comerica Park|    12|0.555|42.3390| -83.0485|Detroit Tigers|Houston Astros|NA|NA| 22|  72|   305|MLB|MLB Baseball
mlb|5785060|01:20 pm|2023-09-06|Chicago, IL|Giants at Cubs|San Francisco Giants at Chicago Cubs|Wrigley Field|    11|0.555|41.9475| -87.6562|Chicago Cubs|San Francisco Giants|NA|NA| 14|  46|  6665|MLB|MLB Baseball
mlb|5787272|07:10 pm|2023-08-25|Chicago, IL|Athletics at White Sox|Oakland Athletics at Chicago White Sox|Guaranteed Rate Field|  3715|0.555|41.8299| -87.6338|Chicago White Sox|Oakland Athletics|NA|NA| 16| 120|   663|MLB|MLB Baseball
mlb|5787518|06:40 pm|2023-08-29|Philadelphia, PA|Angels at Phillies|Los Angeles Angels at Philadelphia Phillies|Citizens Bank Park|    18|0.611|39.9055| -75.1666|Philadelphia Phillies|Los Angeles Angels|NA|NA| 23|  63|  1040|MLB|MLB Baseball
mlb|5789560|07:10 pm|2023-08-07|Cleveland, OH|Blue Jays at Guardians|Toronto Blue Jays at Cleveland Guardians|Progressive Field|     6|0.658|41.4962| -81.6852|Cleveland Guardians|Toronto Blue Jays|NA|NA| 29|  86|   261|MLB|MLB Baseball
mlb|5785371|07:10 pm|2023-09-01|Los Angeles, CA|Braves at Dodgers|Atlanta Braves at Los Angeles Dodgers|Dodger Stadium|     1|0.657|34.0718|-118.2460|Los Angeles Dodgers|Atlanta Braves|NA|NA|192| 379|  1745|MLB|MLB Baseball
mlb|5787426|06:40 pm|2023-08-10|Philadelphia, PA|Nationals at Phillies|Washington Nationals at Philadelphia Phillies|Citizens Bank Park|    18|0.657|39.9055| -75.1666|Philadelphia Phillies|Washington Nationals|NA|NA| 22|  67|   671|MLB|MLB Baseball
mlb|5788882|06:40 pm|2023-08-15|Cincinnati, OH|Guardians at Reds|Cleveland Guardians at Cincinnati Reds|Great American Ball Park|    26|0.657|39.0974| -84.5071|Cincinnati Reds|Cleveland Guardians|NA|NA| 31|  57|   301|MLB|MLB Baseball
mlb|5788870|06:40 pm|2023-08-08|Cincinnati, OH|Marlins at Reds|Miami Marlins at Cincinnati Reds|Great American Ball Park|    26|0.656|39.0974| -84.5071|Cincinnati Reds|Miami Marlins|NA|NA| 18|  49|   301|MLB|MLB Baseball
mlb|5786268|06:40 pm|2023-08-17|San Diego, CA|Diamondbacks at Padres|Arizona Diamondbacks at San Diego Padres|Petco Park|    24|0.610|32.7076|-117.1570|San Diego Padres|Arizona Diamondbacks|NA|NA| 25|  56|  3605|MLB|MLB Baseball
mlb|5788884|01:10 pm|2023-08-10|Detroit, MI|Twins at Tigers|Minnesota Twins at Detroit Tigers|Comerica Park|    12|0.592|42.3390| -83.0485|Detroit Tigers|Minnesota Twins|NA|NA| 14|  51|   275|MLB|MLB Baseball
mlb|5786006|07:05 pm|2023-08-18|Arlington, TX|Brewers at Rangers|Milwaukee Brewers at Texas Rangers|Globe Life Field|487468|0.656|32.7472| -97.0838|Texas Rangers|Milwaukee Brewers|NA|NA| 26|  64|  9407|MLB|MLB Baseball
mlb|5785056|01:20 pm|2023-09-04|Chicago, IL|Giants at Cubs|San Francisco Giants at Chicago Cubs|Wrigley Field|    11|0.655|41.9475| -87.6562|Chicago Cubs|San Francisco Giants|NA|NA| 18|  72|  6665|MLB|MLB Baseball
mlb|5788962|03:07 pm|2023-08-26|Toronto, Canada|Guardians at Blue Jays|Cleveland Guardians at Toronto Blue Jays|Rogers Centre|    17|0.607|43.6422| -79.3909|Toronto Blue Jays|Cleveland Guardians|NA|NA| 25|  87|  4036|MLB|MLB Baseball
mlb|5786300|06:40 pm|2023-08-22|San Diego, CA|Marlins at Padres|Miami Marlins at San Diego Padres|Petco Park|    24|0.654|32.7076|-117.1570|San Diego Padres|Miami Marlins|NA|NA| 46|  69|  3605|MLB|MLB Baseball
mlb|5788494|01:10 pm|2023-08-23|Milwaukee, WI|Twins at Brewers|Minnesota Twins at Milwaukee Brewers|American Family Field|    15|0.549|43.0296| -87.9725|Milwaukee Brewers|Minnesota Twins|NA|NA| 17|  54| 12724|MLB|MLB Baseball
mlb|5788902|06:40 pm|2023-08-18|Cincinnati, OH|Blue Jays at Reds|Toronto Blue Jays at Cincinnati Reds|Great American Ball Park|    26|0.654|39.0974| -84.5071|Cincinnati Reds|Toronto Blue Jays|NA|NA| 26|  61|   305|MLB|MLB Baseball
mlb|5788305|12:35 pm|2023-08-10|Pittsburgh, PA|Braves at Pirates|Atlanta Braves at Pittsburgh Pirates|PNC Park|    10|0.654|40.4472| -80.0064|Pittsburgh Pirates|Atlanta Braves|NA|NA| 26|  63|   671|MLB|MLB Baseball
mlb|5785330|01:10 pm|2023-08-20|Los Angeles, CA|Marlins at Dodgers|Miami Marlins at Los Angeles Dodgers|Dodger Stadium|     1|0.653|34.0718|-118.2460|Los Angeles Dodgers|Miami Marlins|NA|NA| 29|  92| 12005|MLB|MLB Baseball
mlb|5785348|07:10 pm|2023-08-15|Flushing, NY|Pirates at Mets|Pittsburgh Pirates at New York Mets|Citi Field|     3|0.652|40.7564| -73.8459|New York Mets|Pittsburgh Pirates|NA|NA|  9|  32|  1247|MLB|MLB Baseball
mlb|5786064|07:20 pm|2023-08-23|Atlanta, GA|Mets at Braves|New York Mets at Atlanta Braves|Truist Park|418889|0.652|33.8897| -84.4654|Atlanta Braves|New York Mets|NA|NA| 21|  85|   807|MLB|MLB Baseball
mlb|5787514|06:40 pm|2023-08-28|Philadelphia, PA|Angels at Phillies|Los Angeles Angels at Philadelphia Phillies|Citizens Bank Park|    18|0.652|39.9055| -75.1666|Philadelphia Phillies|Los Angeles Angels|NA|NA| 28|  60|  6665|MLB|MLB Baseball
mlb|5787282|06:10 pm|2023-09-02|Chicago, IL|Tigers at White Sox|Detroit Tigers at Chicago White Sox|Guaranteed Rate Field|  3715|0.544|41.8299| -87.6338|Chicago White Sox|Detroit Tigers|NA|NA| 16| 131|   860|MLB|MLB Baseball
mlb|5785356|01:10 pm|2023-08-16|Flushing, NY|Pirates at Mets|Pittsburgh Pirates at New York Mets|Citi Field|     3|0.650|40.7564| -73.8459|New York Mets|Pittsburgh Pirates|NA|NA|  8|  34|  1204|MLB|MLB Baseball
mlb|5786917|01:15 pm|2023-08-20|St. Louis, MO|Mets at Cardinals|New York Mets at St. Louis Cardinals|Busch Stadium|    27|0.601|38.6226| -90.1928|St. Louis Cardinals|New York Mets|NA|NA| 16|  54|   657|MLB|MLB Baseball
mlb|5789344|01:10 pm|2023-08-03|Kansas City, MO|Mets at Royals|New York Mets at Kansas City Royals|Kauffman Stadium|  3714|0.650|39.0515| -94.4803|Kansas City Royals|New York Mets|NA|NA| 12|  40|   447|MLB|MLB Baseball
mlb|5786895|01:10 pm|2023-09-03|Denver, CO|Blue Jays at Rockies|Toronto Blue Jays at Colorado Rockies|Coors Field|     7|0.542|39.7557|-104.9940|Colorado Rockies|Toronto Blue Jays|NA|NA| 15| 106|   558|MLB|MLB Baseball
mlb|5788303|07:05 pm|2023-08-09|Pittsburgh, PA|Braves at Pirates|Atlanta Braves at Pittsburgh Pirates|PNC Park|    10|0.649|40.4472| -80.0064|Pittsburgh Pirates|Atlanta Braves|NA|NA| 25|  56|   671|MLB|MLB Baseball
mlb|5786915|06:15 pm|2023-08-19|St. Louis, MO|Mets at Cardinals|New York Mets at St. Louis Cardinals|Busch Stadium|    27|0.648|38.6226| -90.1928|St. Louis Cardinals|New York Mets|NA|NA| 31|  89|   717|MLB|MLB Baseball
mlb|5786024|01:35 pm|2023-09-03|Arlington, TX|Twins at Rangers|Minnesota Twins at Texas Rangers|Globe Life Field|487468|0.599|32.7472| -97.0838|Texas Rangers|Minnesota Twins|NA|NA| 16|  61|  9407|MLB|MLB Baseball
mlb|5788351|07:15 pm|2023-08-26|Pittsburgh, PA|Cubs at Pirates|Chicago Cubs at Pittsburgh Pirates|PNC Park|    10|0.647|40.4472| -80.0064|Pittsburgh Pirates|Chicago Cubs|NA|NA| 29|  82|  3605|MLB|MLB Baseball
mlb|5787777|06:40 pm|2023-08-08|Saint Petersburg, FL|Cardinals at Rays|St. Louis Cardinals at Tampa Bay Rays|Tropicana Field|     4|0.647|27.7682| -82.6534|Tampa Bay Rays|St. Louis Cardinals|NA|NA| 32|  95|  1155|MLB|MLB Baseball
mlb|5789564|07:10 pm|2023-08-08|Cleveland, OH|Blue Jays at Guardians|Toronto Blue Jays at Cleveland Guardians|Progressive Field|     6|0.598|41.4962| -81.6852|Cleveland Guardians|Toronto Blue Jays|NA|NA| 26|  84|   261|MLB|MLB Baseball
mlb|5786000|07:05 pm|2023-08-16|Arlington, TX|Angels at Rangers|Los Angeles Angels at Texas Rangers|Globe Life Field|487468|0.647|32.7472| -97.0838|Texas Rangers|Los Angeles Angels|NA|NA| 14|  46|  9407|MLB|MLB Baseball
mlb|5789568|07:10 pm|2023-08-09|Cleveland, OH|Blue Jays at Guardians|Toronto Blue Jays at Cleveland Guardians|Progressive Field|     6|0.598|41.4962| -81.6852|Cleveland Guardians|Toronto Blue Jays|NA|NA| 39| 105|   261|MLB|MLB Baseball
mlb|5786893|06:10 pm|2023-09-02|Denver, CO|Blue Jays at Rockies|Toronto Blue Jays at Colorado Rockies|Coors Field|     7|0.597|39.7557|-104.9940|Colorado Rockies|Toronto Blue Jays|NA|NA| 16|  83|   558|MLB|MLB Baseball
mlb|5785070|01:20 pm|2023-09-08|Chicago, IL|Diamondbacks at Cubs|Arizona Diamondbacks at Chicago Cubs|Wrigley Field|    11|0.597|41.9475| -87.6562|Chicago Cubs|Arizona Diamondbacks|NA|NA| 13|  58|  6665|MLB|MLB Baseball
mlb|5786853|06:40 pm|2023-08-15|Denver, CO|Diamondbacks at Rockies|Arizona Diamondbacks at Colorado Rockies|Coors Field|     7|0.536|39.7557|-104.9940|Colorado Rockies|Arizona Diamondbacks|NA|NA| 11|  87|   558|MLB|MLB Baseball
mlb|5787971|07:05 pm|2023-08-24|Baltimore, MD|Blue Jays at Orioles|Toronto Blue Jays at Baltimore Orioles|Oriole Park at Camden Yards|    25|0.535|39.2840| -76.6199|Baltimore Orioles|Toronto Blue Jays|NA|NA| 22|  49|   365|MLB|MLB Baseball
mlb|5789582|01:40 pm|2023-08-20|Cleveland, OH|Tigers at Guardians|Detroit Tigers at Cleveland Guardians|Progressive Field|     6|0.596|41.4962| -81.6852|Cleveland Guardians|Detroit Tigers|NA|NA| 20|  81|   189|MLB|MLB Baseball
mlb|5786028|07:05 pm|2023-09-05|Arlington, TX|Astros at Rangers|Houston Astros at Texas Rangers|Globe Life Field|487468|0.596|32.7472| -97.0838|Texas Rangers|Houston Astros|NA|NA| 17|  60|  9407|MLB|MLB Baseball
mlb|5786248|04:10 pm|2023-08-30|Boston, MA|Astros at Red Sox|Houston Astros at Boston Red Sox|Fenway Park|    21|0.643|42.3456| -71.0983|Boston Red Sox|Houston Astros|NA|NA| 34|  86|  1804|MLB|MLB Baseball
mlb|5787530|07:05 pm|2023-09-08|Philadelphia, PA|Marlins at Phillies|Miami Marlins at Philadelphia Phillies|Citizens Bank Park|    18|0.534|39.9055| -75.1666|Philadelphia Phillies|Miami Marlins|NA|NA| 32|  78|  1180|MLB|MLB Baseball
mlb|5788928|01:40 pm|2023-08-27|Detroit, MI|Astros at Tigers|Houston Astros at Detroit Tigers|Comerica Park|    12|0.534|42.3390| -83.0485|Detroit Tigers|Houston Astros|NA|NA| 22|  65|   328|MLB|MLB Baseball
mlb|5787783|06:40 pm|2023-08-09|Saint Petersburg, FL|Cardinals at Rays|St. Louis Cardinals at Tampa Bay Rays|Tropicana Field|     4|0.593|27.7682| -82.6534|Tampa Bay Rays|St. Louis Cardinals|NA|NA| 32|  85|  1155|MLB|MLB Baseball
mlb|5788508|06:15 pm|2023-09-02|Milwaukee, WI|Phillies at Brewers|Philadelphia Phillies at Milwaukee Brewers|American Family Field|    15|0.531|43.0296| -87.9725|Milwaukee Brewers|Philadelphia Phillies|NA|NA| 26|  67| 12724|MLB|MLB Baseball
mlb|5788490|01:10 pm|2023-08-09|Milwaukee, WI|Rockies at Brewers|Colorado Rockies at Milwaukee Brewers|American Family Field|    15|0.592|43.0296| -87.9725|Milwaukee Brewers|Colorado Rockies|NA|NA| 14|  52| 12724|MLB|MLB Baseball
mlb|5788361|07:10 pm|2023-08-18|Minneapolis, MN|Pirates at Twins|Pittsburgh Pirates at Minnesota Twins|Target Field|  3712|0.592|44.9817| -93.2776|Minnesota Twins|Pittsburgh Pirates|NA|NA| 17|  65|   465|MLB|MLB Baseball
mlb|5786010|01:35 pm|2023-08-20|Arlington, TX|Brewers at Rangers|Milwaukee Brewers at Texas Rangers|Globe Life Field|487468|0.639|32.7472| -97.0838|Texas Rangers|Milwaukee Brewers|NA|NA| 22|  42|  9407|MLB|MLB Baseball
mlb|5788940|12:10 pm|2023-09-03|Cincinnati, OH|Cubs at Reds|Chicago Cubs at Cincinnati Reds|Great American Ball Park|    26|0.637|39.0974| -84.5071|Cincinnati Reds|Chicago Cubs|NA|NA| 24|  66|   465|MLB|MLB Baseball
mlb|5785676|07:10 pm|2023-08-22|Houston, TX|Red Sox at Astros|Boston Red Sox at Houston Astros|Minute Maid Park|    20|0.624|29.7562| -95.3557|Houston Astros|Boston Red Sox|NA|NA| 26|  74|   549|MLB|MLB Baseball
mlb|5785382|01:10 pm|2023-09-03|Los Angeles, CA|Braves at Dodgers|Atlanta Braves at Los Angeles Dodgers|Dodger Stadium|     1|0.623|34.0718|-118.2460|Los Angeles Dodgers|Atlanta Braves|NA|NA| 39| 119|  1761|MLB|MLB Baseball
mlb|5787508|01:35 pm|2023-08-27|Philadelphia, PA|Cardinals at Phillies|St. Louis Cardinals at Philadelphia Phillies|Citizens Bank Park|    18|0.635|39.9055| -75.1666|Philadelphia Phillies|St. Louis Cardinals|NA|NA| 33|  69|   810|MLB|MLB Baseball
mlb|5787420|06:40 pm|2023-08-09|Philadelphia, PA|Nationals at Phillies|Washington Nationals at Philadelphia Phillies|Citizens Bank Park|    18|0.635|39.9055| -75.1666|Philadelphia Phillies|Washington Nationals|NA|NA| 23|  58|   671|MLB|MLB Baseball
mlb|5787594|05:10 pm|2023-08-26|Phoenix, AZ|Reds at Diamondbacks|Cincinnati Reds at Arizona Diamondbacks|Chase Field|    30|0.634|33.4453|-112.0670|Arizona Diamondbacks|Cincinnati Reds|NA|NA| 31| 116|   394|MLB|MLB Baseball
mlb|5785586|07:05 pm|2023-09-08|Bronx, NY|Brewers at Yankees|Milwaukee Brewers at New York Yankees|Yankee Stadium|     8|0.589|40.8296| -73.9262|New York Yankees|Milwaukee Brewers|NA|NA| 18|  62| 12004|MLB|MLB Baseball
mlb|5788301|07:05 pm|2023-08-08|Pittsburgh, PA|Braves at Pirates|Atlanta Braves at Pittsburgh Pirates|PNC Park|    10|0.634|40.4472| -80.0064|Pittsburgh Pirates|Atlanta Braves|NA|NA| 20|  55|   364|MLB|MLB Baseball
mlb|5786260|07:10 pm|2023-09-08|Boston, MA|Orioles at Red Sox|Baltimore Orioles at Boston Red Sox|Fenway Park|    21|0.634|42.3456| -71.0983|Boston Red Sox|Baltimore Orioles|NA|NA| 33|  94|  1804|MLB|MLB Baseball
mlb|5789576|07:10 pm|2023-08-18|Cleveland, OH|Tigers at Guardians|Detroit Tigers at Cleveland Guardians|Progressive Field|     6|0.634|41.4962| -81.6852|Cleveland Guardians|Detroit Tigers|NA|NA| 55| 116|   274|MLB|MLB Baseball
mlb|5786861|06:40 pm|2023-08-18|Denver, CO|White Sox at Rockies|Chicago White Sox at Colorado Rockies|Coors Field|     7|0.632|39.7557|-104.9940|Colorado Rockies|Chicago White Sox|NA|NA| 18| 106|   558|MLB|MLB Baseball
mlb|5786456|06:45 pm|2023-08-14|San Francisco, CA|Rays at Giants|Tampa Bay Rays at San Francisco Giants|Oracle Park|    22|0.632|37.7786|-122.3890|San Francisco Giants|Tampa Bay Rays|NA|NA| 14|  51|  1517|MLB|MLB Baseball
mlb|5788932|06:40 pm|2023-09-01|Cincinnati, OH|Cubs at Reds|Chicago Cubs at Cincinnati Reds|Great American Ball Park|    26|0.630|39.0974| -84.5071|Cincinnati Reds|Chicago Cubs|NA|NA| 25|  60|   724|MLB|MLB Baseball
mlb|5788960|07:07 pm|2023-08-25|Toronto, Canada|Guardians at Blue Jays|Cleveland Guardians at Toronto Blue Jays|Rogers Centre|    17|0.585|43.6422| -79.3909|Toronto Blue Jays|Cleveland Guardians|NA|NA| 16|  67|  3784|MLB|MLB Baseball
