league|time|date|city|title|full|venue|ven_id|score|lat|long|t1|t2|t3|t4|low|med|high|name|xname|id
nhl|07:00 pm|2022-12-12|Saint Paul, MN|Oilers at Wild|Edmonton Oilers at Minnesota Wild|Xcel Energy Center|   123|0.734|44.9448| -93.1011|Minnesota Wild|Edmonton Oilers|NA|NA| 49| 164|   912|NHL|NHL Hockey|1840
nhl|07:00 pm|2022-11-12|Anaheim, CA|Blackhawks at Ducks|Chicago Blackhawks at Anaheim Ducks|Honda Center|   133|0.783|33.8078|-117.8760|Anaheim Ducks|Chicago Blackhawks|NA|NA| 46| 154|  1661|NHL|NHL Hockey|1841
nhl|07:00 pm|2022-11-17|Saint Louis, MO|Capitals at Blues|Washington Capitals at St. Louis Blues|Enterprise Center|   186|0.766|38.6268| -90.2026|St. Louis Blues|Washington Capitals|NA|NA| 36| 121|   841|NHL|NHL Hockey|1842
nhl|07:30 pm|2022-11-12|Los Angeles, CA|Red Wings at Kings|Detroit Red Wings at Los Angeles Kings|Crypto.com Arena|   134|0.827|34.0430|-118.2670|Los Angeles Kings|Detroit Red Wings|NA|NA| 59| 189|  6468|NHL|NHL Hockey|1843
nhl|03:00 pm|2022-11-13|Toronto, Canada|Hockey Hall of Fame Legends Classic|Hockey Hall of Fame Legends Classic|Scotiabank Arena|    91|0.452|43.6435| -79.3791|Haggar Hockey Hall of Fame Legends Classic|NA|NA|NA| 45|  95|  4905|NHL|NHL Hockey|1844
nhl|01:00 pm|2022-11-25|Boston, MA|Hurricanes at Bruins|Carolina Hurricanes at Boston Bruins|TD Garden|  1544|0.820|42.3653| -71.0618|Boston Bruins|Carolina Hurricanes|NA|NA|130| 342| 11275|NHL|NHL Hockey|1845
nhl|06:00 pm|2022-12-04|Columbus, OH|Red Wings at Blue Jackets|Detroit Red Wings at Columbus Blue Jackets|Nationwide Arena|   430|0.723|39.9694| -83.0064|Columbus Blue Jackets|Detroit Red Wings|NA|NA| 36| 171|  1088|NHL|NHL Hockey|1846
nhl|07:00 pm|2022-11-10|Denver, CO|Predators at Avalanche|Nashville Predators at Colorado Avalanche|Ball Arena|   187|0.703|39.7487|-105.0080|Colorado Avalanche|Nashville Predators|NA|NA| 66| 191|  1069|NHL|NHL Hockey|1847
nhl|07:30 pm|2022-12-06|Dallas, TX|Maple Leafs at Stars|Toronto Maple Leafs at Dallas Stars|American Airlines Center|   117|0.752|32.7904| -96.8103|Dallas Stars|Toronto Maple Leafs|NA|NA| 27| 103|  5025|NHL|NHL Hockey|1848
nhl|07:00 pm|2022-11-30|Detroit, MI|Sabres at Red Wings|Buffalo Sabres at Detroit Red Wings|Little Caesars Arena|420444|0.752|42.3400| -83.0574|Detroit Red Wings|Buffalo Sabres|NA|NA| 25|  99|  1186|NHL|NHL Hockey|1849
nhl|07:00 pm|2022-12-17|Montreal, Canada|Lightning at Canadiens|Tampa Bay Lightning at Montreal Canadiens|Centre Bell|   139|0.736|45.4960| -73.5693|Montreal Canadiens|Tampa Bay Lightning|NA|NA| 80| 231|   837|NHL|NHL Hockey|1850
nhl|07:00 pm|2022-12-10|Vancouver, Canada|Wild at Canucks|Minnesota Wild at Vancouver Canucks|Rogers Arena|  2983|0.701|49.2782|-123.1080|Vancouver Canucks|Minnesota Wild|NA|NA| 56| 222|  1752|NHL|NHL Hockey|1851
nhl|07:00 pm|2022-12-01|Vancouver, Canada|Panthers at Canucks|Florida Panthers at Vancouver Canucks|Rogers Arena|  2983|0.701|49.2782|-123.1080|Vancouver Canucks|Florida Panthers|NA|NA| 66| 228|   990|NHL|NHL Hockey|1852
nhl|06:00 pm|2022-11-20|Columbus, OH|Panthers at Blue Jackets|Florida Panthers at Columbus Blue Jackets|Nationwide Arena|   430|0.663|39.9694| -83.0064|Columbus Blue Jackets|Florida Panthers|NA|NA| 24| 154|   917|NHL|NHL Hockey|1853
nhl|02:00 pm|2022-11-25|Washington, DC|Flames at Capitals|Calgary Flames at Washington Capitals|Capital One Arena|   181|0.779|38.8981| -77.0209|Washington Capitals|Calgary Flames|NA|NA| 75| 210|  3771|NHL|NHL Hockey|1854
nhl|07:00 pm|2022-11-29|Nashville, TN|Ducks at Predators|Anaheim Ducks at Nashville Predators |Bridgestone Arena|  2195|0.674|36.1591| -86.7785|Nashville Predators|Anaheim Ducks|NA|NA| 22| 157|  2507|NHL|NHL Hockey|1855
nhl|07:00 pm|2022-12-09|Las Vegas, NV|Flyers at Golden Knights|Philadelphia Flyers at Vegas Golden Knights|T-Mobile Arena|161601|0.658|36.1029|-115.1780|Vegas Golden Knights|Philadelphia Flyers|NA|NA|105| 180|  2196|NHL|NHL Hockey|1856
nhl|07:30 pm|2022-12-03|New York, NY|Blackhawks at Rangers|Chicago Blackhawks at New York Rangers|Madison Square Garden|    93|0.883|40.7509| -73.9943|New York Rangers|Chicago Blackhawks|NA|NA|147| 333|  2130|NHL|NHL Hockey|1857
nhl|07:00 pm|2022-11-19|Toronto, Canada|Sabres at Maple Leafs|Buffalo Sabres at Toronto Maple Leafs|Scotiabank Arena|    91|0.750|43.6435| -79.3791|Toronto Maple Leafs|Buffalo Sabres|NA|NA| 89| 334|  1845|NHL|NHL Hockey|1858
nhl|07:00 pm|2022-12-06|Seattle, WA|Canadiens at Kraken|Montreal Canadiens at Seattle Kraken|Climate Pledge Arena|   176|0.657|47.6221|-122.3540|Seattle Kraken|Montreal Canadiens|NA|NA| 77| 273|  1484|NHL|NHL Hockey|1859
nhl|06:30 pm|2022-11-14|Calgary, Canada|Kings at Flames|Los Angeles Kings at Calgary Flames |Scotiabank Saddledome|    96|0.699|51.0382|-114.0510|Calgary Flames|Los Angeles Kings|NA|NA| 14| 174|  1110|NHL|NHL Hockey|1860
nhl|06:00 pm|2022-11-19|Winnipeg, Canada|Penguins at Jets|Pittsburgh Penguins at Winnipeg Jets|Canada Life Centre|    98|0.656|49.8936| -97.1435|Winnipeg Jets|Pittsburgh Penguins|NA|NA| 57| 190|  1947|NHL|NHL Hockey|1861
nhl|07:00 pm|2022-11-29|Pittsburgh, PA|Hurricanes at Penguins|Carolina Hurricanes at Pittsburgh Penguins|PPG Paints Arena|  2265|0.699|40.4396| -79.9895|Pittsburgh Penguins|Carolina Hurricanes|NA|NA| 37| 114|   853|NHL|NHL Hockey|1862
nhl|07:30 pm|2022-12-12|Kanata, Canada|Ducks at Senators|Anaheim Ducks at Ottawa Senators |Canadian Tire Centre|   150|0.670|45.2973| -75.9258|Ottawa Senators|Anaheim Ducks|NA|NA| 27| 109|  1211|NHL|NHL Hockey|1863
nhl|07:30 pm|2022-11-23|Elmont, NY|Oilers at Islanders|Edmonton Oilers at New York Islanders|UBS Arena|518722|0.698|40.7095| -73.7204|New York Islanders|Edmonton Oilers|NA|NA| 50| 139| 11689|NHL|NHL Hockey|1864
nhl|07:00 pm|2022-11-23|Buffalo, NY|Blues at Sabres|St. Louis Blues at Buffalo Sabres|KeyBank Center|   212|0.749|42.8759| -78.8767|Buffalo Sabres|St. Louis Blues|NA|NA| 59| 158|  1163|NHL|NHL Hockey|1865
nhl|07:00 pm|2022-11-23|Anaheim, CA|Rangers at Ducks|New York Rangers at Anaheim Ducks|Honda Center|   133|0.757|33.8078|-117.8760|Anaheim Ducks|New York Rangers|NA|NA| 46| 150| 11955|NHL|NHL Hockey|1866
nhl|05:00 pm|2022-12-11|Las Vegas, NV|Bruins at Golden Knights|Boston Bruins at Vegas Golden Knights|T-Mobile Arena|161601|0.667|36.1029|-115.1780|Vegas Golden Knights|Boston Bruins|NA|NA| 62| 184|  2495|NHL|NHL Hockey|1867
nhl|08:00 pm|2022-12-19|Tempe, AZ|Canadiens at Coyotes|Montreal Canadiens at Arizona Coyotes|Mullett Arena|520550|0.705|33.4254|-111.9290|Arizona Coyotes|Montreal Canadiens|NA|NA|149| 307|  1015|NHL|NHL Hockey|1868
nhl|07:00 pm|2022-11-17|Toronto, Canada|Devils at Maple Leafs|New Jersey Devils at Toronto Maple Leafs|Scotiabank Arena|    91|0.756|43.6435| -79.3791|Toronto Maple Leafs|New Jersey Devils|NA|NA| 81| 250|  1360|NHL|NHL Hockey|1869
nhl|07:30 pm|2022-11-23|Dallas, TX|Blackhawks at Stars|Chicago Blackhawks at Dallas Stars|American Airlines Center|   117|0.775|32.7904| -96.8103|Dallas Stars|Chicago Blackhawks|NA|NA| 45| 226|  4940|NHL|NHL Hockey|1870
nhl|07:30 pm|2022-12-05|Vancouver, Canada|Canadiens at Canucks|Montreal Canadiens at Vancouver Canucks|Rogers Arena|  2983|0.748|49.2782|-123.1080|Vancouver Canucks|Montreal Canadiens|NA|NA| 76| 297|  2952|NHL|NHL Hockey|1871
nhl|07:00 pm|2022-12-10|Montreal, Canada|Kings at Canadiens|Los Angeles Kings at Montreal Canadiens|Centre Bell|   139|0.748|45.4960| -73.5693|Montreal Canadiens|Los Angeles Kings|NA|NA| 58| 242|  1376|NHL|NHL Hockey|1872
nhl|07:00 pm|2022-12-13|Sunrise, FL|Blue Jackets at Panthers|Columbus Blue Jackets at Florida Panthers|FLA Live Arena|   126|0.696|26.1585| -80.3255|Florida Panthers|Columbus Blue Jackets|NA|NA| 24|  86|  1238|NHL|NHL Hockey|1873
nhl|07:30 pm|2022-11-11|Dallas, TX|Sharks at Stars|San Jose Sharks at Dallas Stars|American Airlines Center|   117|0.747|32.7904| -96.8103|Dallas Stars|San Jose Sharks|NA|NA| 41| 183|  4745|NHL|NHL Hockey|1874
nhl|07:00 pm|2022-12-03|Detroit, MI|Golden Knights at Red Wings|Vegas Golden Knights at Detroit Red Wings|Little Caesars Arena|420444|0.696|42.3400| -83.0574|Detroit Red Wings|Vegas Golden Knights|NA|NA| 80| 184|  1700|NHL|NHL Hockey|1875
nhl|07:00 pm|2022-11-21|Philadelphia, PA|Flames at Flyers|Calgary Flames at Philadelphia Flyers |Wells Fargo Center|  3148|0.773|39.9012| -75.1720|Philadelphia Flyers|Calgary Flames|NA|NA| 42| 111|  1997|NHL|NHL Hockey|1876
nhl|07:00 pm|2022-12-12|Saint Louis, MO|Predators at Blues|Nashville Predators at St. Louis Blues|Enterprise Center|   186|0.747|38.6268| -90.2026|St. Louis Blues|Nashville Predators|NA|NA| 35| 126|  1060|NHL|NHL Hockey|1877
nhl|07:00 pm|2022-12-13|Buffalo, NY|Kings at Sabres|Los Angeles Kings at Buffalo Sabres|KeyBank Center|   212|0.754|42.8759| -78.8767|Buffalo Sabres|Los Angeles Kings|NA|NA| 33| 121|   489|NHL|NHL Hockey|1878
nhl|08:00 pm|2022-11-25|Tampa, FL|Blues at Lightning|St. Louis Blues at Tampa Bay Lightning|Amalie Arena|   182|0.773|27.9427| -82.4517|Tampa Bay Lightning|St. Louis Blues|NA|NA| 95| 241| 11504|NHL|NHL Hockey|1879
nhl|07:00 pm|2022-11-19|Dallas, TX|Islanders at Stars|New York Islanders at Dallas Stars|American Airlines Center|   117|0.747|32.7904| -96.8103|Dallas Stars|New York Islanders|NA|NA| 41| 207|  4353|NHL|NHL Hockey|1880
nhl|07:00 pm|2022-11-26|Denver, CO|Stars at Avalanche|Dallas Stars at Colorado Avalanche|Ball Arena|   187|0.746|39.7487|-105.0080|Colorado Avalanche|Dallas Stars|NA|NA| 90| 221| 11654|NHL|NHL Hockey|1881
nhl|07:30 pm|2022-12-07|Columbus, OH|Sabres at Blue Jackets|Buffalo Sabres at Columbus Blue Jackets|Nationwide Arena|   430|0.662|39.9694| -83.0064|Columbus Blue Jackets|Buffalo Sabres|NA|NA| 24| 142|   742|NHL|NHL Hockey|1882
nhl|07:00 pm|2022-11-17|Sunrise, FL|Stars at Panthers|Dallas Stars at Florida Panthers|FLA Live Arena|   126|0.662|26.1585| -80.3255|Florida Panthers|Dallas Stars|NA|NA| 23|  83|  1714|NHL|NHL Hockey|1883
nhl|07:00 pm|2022-12-13|Nashville, TN|Oilers at Predators|Edmonton Oilers at Nashville Predators |Bridgestone Arena|  2195|0.693|36.1591| -86.7785|Nashville Predators|Edmonton Oilers|NA|NA| 22| 174|  1535|NHL|NHL Hockey|1884
nhl|12:00 pm|2022-11-25|Anaheim, CA|Senators at Ducks|Ottawa Senators at Anaheim Ducks|Honda Center|   133|0.745|33.8078|-117.8760|Anaheim Ducks|Ottawa Senators|NA|NA| 38| 115| 12455|NHL|NHL Hockey|1885
nhl|07:00 pm|2022-12-19|Nashville, TN|Oilers at Predators|Edmonton Oilers at Nashville Predators |Bridgestone Arena|  2195|0.703|36.1591| -86.7785|Nashville Predators|Edmonton Oilers|NA|NA| 30| 192|  1162|NHL|NHL Hockey|1886
nhl|07:00 pm|2022-12-05|Philadelphia, PA|Avalanche at Flyers|Colorado Avalanche at Philadelphia Flyers |Wells Fargo Center|  3148|0.807|39.9012| -75.1720|Philadelphia Flyers|Colorado Avalanche|NA|NA| 38| 114|  2309|NHL|NHL Hockey|1887
nhl|07:00 pm|2022-11-10|Saint Louis, MO|Sharks at Blues|San Jose Sharks at St. Louis Blues|Enterprise Center|   186|0.745|38.6268| -90.2026|St. Louis Blues|San Jose Sharks|NA|NA| 35| 124|  2040|NHL|NHL Hockey|1888
nhl|07:00 pm|2022-11-12|Toronto, Canada|Canucks at Maple Leafs|Vancouver Canucks at Toronto Maple Leafs|Scotiabank Arena|    91|0.770|43.6435| -79.3791|Toronto Maple Leafs|Vancouver Canucks|NA|NA|123| 407|  2915|NHL|NHL Hockey|1889
nhl|07:30 pm|2022-12-06|Elmont, NY|Blues at Islanders|St. Louis Blues at New York Islanders|UBS Arena|518722|0.691|40.7095| -73.7204|New York Islanders|St. Louis Blues|NA|NA| 23| 104| 11832|NHL|NHL Hockey|1890
nhl|07:00 pm|2022-11-15|Anaheim, CA|Red Wings at Ducks|Detroit Red Wings at Anaheim Ducks|Honda Center|   133|0.744|33.8078|-117.8760|Anaheim Ducks|Detroit Red Wings|NA|NA| 30| 119|   805|NHL|NHL Hockey|1891
nhl|07:00 pm|2022-12-03|Seattle, WA|Panthers at Kraken|Florida Panthers at Seattle Kraken|Climate Pledge Arena|   176|0.659|47.6221|-122.3540|Seattle Kraken|Florida Panthers|NA|NA| 87| 328|  4294|NHL|NHL Hockey|1892
nhl|05:00 pm|2022-11-25|Las Vegas, NV|Kraken at Golden Knights|Seattle Kraken at Vegas Golden Knights|T-Mobile Arena|161601|0.512|36.1029|-115.1780|Vegas Golden Knights|Seattle Kraken|NA|NA| 87| 181|  2377|NHL|NHL Hockey|1893
nhl|07:00 pm|2022-12-01|Calgary, Canada|Canadiens at Flames|Montreal Canadiens at Calgary Flames |Scotiabank Saddledome|    96|0.751|51.0382|-114.0510|Calgary Flames|Montreal Canadiens|NA|NA| 51| 238|  1446|NHL|NHL Hockey|1894
nhl|07:30 pm|2022-11-25|Dallas, TX|Jets at Stars|Winnipeg Jets at Dallas Stars|American Airlines Center|   117|0.743|32.7904| -96.8103|Dallas Stars|Winnipeg Jets|NA|NA| 49| 223|  5880|NHL|NHL Hockey|1895
nhl|07:00 pm|2022-12-05|Boston, MA|Golden Knights at Bruins|Vegas Golden Knights at Boston Bruins|TD Garden|  1544|0.690|42.3653| -71.0618|Boston Bruins|Vegas Golden Knights|NA|NA| 74| 198|  1285|NHL|NHL Hockey|1896
nhl|07:00 pm|2022-11-19|Boston, MA|Blackhawks at Bruins|Chicago Blackhawks at Boston Bruins|TD Garden|  1544|0.854|42.3653| -71.0618|Boston Bruins|Chicago Blackhawks|NA|NA|133| 298| 11275|NHL|NHL Hockey|1897
nhl|07:00 pm|2022-11-19|Montreal, Canada|Flyers at Canadiens|Philadelphia Flyers at Montreal Canadiens|Centre Bell|   139|0.743|45.4960| -73.5693|Montreal Canadiens|Philadelphia Flyers|NA|NA| 70| 279|  1562|NHL|NHL Hockey|1898
nhl|07:00 pm|2022-12-19|Las Vegas, NV|Sabres at Golden Knights|Buffalo Sabres at Vegas Golden Knights|T-Mobile Arena|161601|0.636|36.1029|-115.1780|Vegas Golden Knights|Buffalo Sabres|NA|NA| 74| 157|  1798|NHL|NHL Hockey|1899
nhl|07:00 pm|2022-11-17|Raleigh, NC|Avalanche at Hurricanes|Colorado Avalanche at Carolina Hurricanes|PNC Arena|  1430|0.687|35.8033| -78.7218|Carolina Hurricanes|Colorado Avalanche|NA|NA| 55| 156|  1183|NHL|NHL Hockey|1900
nhl|07:00 pm|2022-12-13|Winnipeg, Canada|Golden Knights at Jets|Vegas Golden Knights at Winnipeg Jets|Canada Life Centre|    98|0.536|49.8936| -97.1435|Winnipeg Jets|Vegas Golden Knights|NA|NA| 50| 177|   623|NHL|NHL Hockey|1901
nhl|06:00 pm|2022-12-11|Columbus, OH|Kings at Blue Jackets|Los Angeles Kings at Columbus Blue Jackets|Nationwide Arena|   430|0.686|39.9694| -83.0064|Columbus Blue Jackets|Los Angeles Kings|NA|NA| 33| 158|  1739|NHL|NHL Hockey|1902
nhl|01:00 pm|2022-12-10|Dallas, TX|Red Wings at Stars|Detroit Red Wings at Dallas Stars|American Airlines Center|   117|0.777|32.7904| -96.8103|Dallas Stars|Detroit Red Wings|NA|NA| 45| 219|  4470|NHL|NHL Hockey|1903
nhl|07:00 pm|2022-12-08|Tampa, FL|Predators at Lightning|Nashville Predators at Tampa Bay Lightning|Amalie Arena|   182|0.768|27.9427| -82.4517|Tampa Bay Lightning|Nashville Predators|NA|NA| 29| 141| 12304|NHL|NHL Hockey|1904
nhl|07:00 pm|2022-11-23|Columbus, OH|Canadiens at Blue Jackets|Montreal Canadiens at Columbus Blue Jackets|Nationwide Arena|   430|0.686|39.9694| -83.0064|Columbus Blue Jackets|Montreal Canadiens|NA|NA| 33| 157|  1088|NHL|NHL Hockey|1905
nhl|07:00 pm|2022-12-07|Las Vegas, NV|Rangers at Golden Knights|New York Rangers at Vegas Golden Knights|T-Mobile Arena|161601|0.655|36.1029|-115.1780|Vegas Golden Knights|New York Rangers|NA|NA| 52| 166|  2411|NHL|NHL Hockey|1906
nhl|07:00 pm|2022-11-23|Newark, NJ|Maple Leafs at Devils|Toronto Maple Leafs at New Jersey Devils|Prudential Center|  1500|0.749|40.7332| -74.1717|New Jersey Devils|Toronto Maple Leafs|NA|NA| 44| 115|  1133|NHL|NHL Hockey|1907
nhl|07:00 pm|2022-12-17|Tempe, AZ|Sabres at Coyotes|Buffalo Sabres at Arizona Coyotes|Mullett Arena|520550|0.710|33.4254|-111.9290|Arizona Coyotes|Buffalo Sabres|NA|NA|151| 286|  1128|NHL|NHL Hockey|1908
nhl|06:30 pm|2022-12-05|Edmonton, Canada|Capitals at Oilers|Washington Capitals at Edmonton Oilers|Rogers Place| 75884|0.733|53.5470|-113.4980|Edmonton Oilers|Washington Capitals|NA|NA| 53| 203|  1189|NHL|NHL Hockey|1909
nhl|07:00 pm|2022-12-04|Buffalo, NY|Sharks at Sabres|San Jose Sharks at Buffalo Sabres|KeyBank Center|   212|0.767|42.8759| -78.8767|Buffalo Sabres|San Jose Sharks|NA|NA| 36| 122|  1212|NHL|NHL Hockey|1910
nhl|07:00 pm|2022-11-13|Tampa, FL|Capitals at Lightning|Washington Capitals at Tampa Bay Lightning|Amalie Arena|   182|0.766|27.9427| -82.4517|Tampa Bay Lightning|Washington Capitals|NA|NA| 62| 211|  1383|NHL|NHL Hockey|1911
nhl|07:00 pm|2022-12-06|Kanata, Canada|Kings at Senators|Los Angeles Kings at Ottawa Senators |Canadian Tire Centre|   150|0.684|45.2973| -75.9258|Ottawa Senators|Los Angeles Kings|NA|NA| 26| 107|  1207|NHL|NHL Hockey|1912
nhl|07:00 pm|2022-11-12|Las Vegas, NV|Blues at Golden Knights|St. Louis Blues at Vegas Golden Knights|T-Mobile Arena|161601|0.630|36.1029|-115.1780|Vegas Golden Knights|St. Louis Blues|NA|NA| 50| 151|  1768|NHL|NHL Hockey|1913
nhl|07:00 pm|2022-11-17|Saint Paul, MN|Penguins at Wild|Pittsburgh Penguins at Minnesota Wild|Xcel Energy Center|   123|0.740|44.9448| -93.1011|Minnesota Wild|Pittsburgh Penguins|NA|NA| 64| 182|   865|NHL|NHL Hockey|1914
nhl|07:00 pm|2022-12-06|Tampa, FL|Red Wings at Lightning|Detroit Red Wings at Tampa Bay Lightning|Amalie Arena|   182|0.765|27.9427| -82.4517|Tampa Bay Lightning|Detroit Red Wings|NA|NA| 31| 158| 11954|NHL|NHL Hockey|1915
nhl|07:00 pm|2022-12-06|Newark, NJ|Blackhawks at Devils|Chicago Blackhawks at New Jersey Devils|Prudential Center|  1500|0.765|40.7332| -74.1717|New Jersey Devils|Chicago Blackhawks|NA|NA| 25|  97|   622|NHL|NHL Hockey|1916
nhl|07:00 pm|2022-11-29|Calgary, Canada|Panthers at Flames|Florida Panthers at Calgary Flames |Scotiabank Saddledome|    96|0.683|51.0382|-114.0510|Calgary Flames|Florida Panthers|NA|NA| 24| 183|  1479|NHL|NHL Hockey|1917
nhl|07:00 pm|2022-12-02|New York, NY|Senators at Rangers|Ottawa Senators at New York Rangers|Madison Square Garden|    93|0.842|40.7509| -73.9943|New York Rangers|Ottawa Senators|NA|NA|110| 256| 11504|NHL|NHL Hockey|1918
nhl|07:00 pm|2022-11-29|Winnipeg, Canada|Avalanche at Jets|Colorado Avalanche at Winnipeg Jets|Canada Life Centre|    98|0.627|49.8936| -97.1435|Winnipeg Jets|Colorado Avalanche|NA|NA| 38| 180|  1163|NHL|NHL Hockey|1919
nhl|07:00 pm|2022-11-17|Nashville, TN|Islanders at Predators|New York Islanders at Nashville Predators|Bridgestone Arena|  2195|0.682|36.1591| -86.7785|Nashville Predators|New York Islanders|NA|NA| 26| 167|  2429|NHL|NHL Hockey|1920
nhl|07:00 pm|2022-12-03|Boston, MA|Avalanche at Bruins|Colorado Avalanche at Boston Bruins|TD Garden|  1544|0.840|42.3653| -71.0618|Boston Bruins|Colorado Avalanche|NA|NA|157| 326| 11275|NHL|NHL Hockey|1921
nhl|07:30 pm|2022-11-27|Los Angeles, CA|Senators at Kings|Ottawa Senators at Los Angeles Kings|Crypto.com Arena|   134|0.764|34.0430|-118.2670|Los Angeles Kings|Ottawa Senators|NA|NA| 37| 164|  6578|NHL|NHL Hockey|1922
nhl|07:00 pm|2022-11-21|Saint Louis, MO|Ducks at Blues|Anaheim Ducks at St. Louis Blues|Enterprise Center|   186|0.738|38.6268| -90.2026|St. Louis Blues|Anaheim Ducks|NA|NA| 35| 108|  1837|NHL|NHL Hockey|1923
nhl|07:00 pm|2022-12-09|Anaheim, CA|Sharks at Ducks|San Jose Sharks at Anaheim Ducks|Honda Center|   133|0.763|33.8078|-117.8760|Anaheim Ducks|San Jose Sharks|NA|NA| 40| 140|   750|NHL|NHL Hockey|1924
nhl|07:00 pm|2022-11-17|Columbus, OH|Canadiens at Blue Jackets|Montreal Canadiens at Columbus Blue Jackets|Nationwide Arena|   430|0.680|39.9694| -83.0064|Columbus Blue Jackets|Montreal Canadiens|NA|NA| 23| 146|   944|NHL|NHL Hockey|1925
nhl|07:00 pm|2022-11-17|Boston, MA|Flyers at Bruins|Philadelphia Flyers at Boston Bruins|TD Garden|  1544|0.807|42.3653| -71.0618|Boston Bruins|Philadelphia Flyers|NA|NA| 76| 190|  1525|NHL|NHL Hockey|1926
nhl|07:30 pm|2022-12-17|Newark, NJ|Panthers at Devils|Florida Panthers at New Jersey Devils|Prudential Center|  1500|0.761|40.7332| -74.1717|New Jersey Devils|Florida Panthers|NA|NA| 48| 152|  4181|NHL|NHL Hockey|1927
nhl|07:00 pm|2022-11-23|Raleigh, NC|Coyotes at Hurricanes|Arizona Coyotes at Carolina Hurricanes|PNC Arena|  1430|0.679|35.8033| -78.7218|Carolina Hurricanes|Arizona Coyotes|NA|NA| 35| 151|   834|NHL|NHL Hockey|1928
nhl|07:30 pm|2022-11-25|San Jose, CA|Kings at Sharks|Los Angeles Kings at San Jose Sharks|SAP Center at San Jose|   157|0.737|37.3322|-121.9020|San Jose Sharks|Los Angeles Kings|NA|NA| 43| 168| 10760|NHL|NHL Hockey|1929
nhl|07:00 pm|2022-12-01|Saint Louis, MO|Hurricanes at Blues|Carolina Hurricanes at St. Louis Blues|Enterprise Center|   186|0.761|38.6268| -90.2026|St. Louis Blues|Carolina Hurricanes|NA|NA| 26| 104|  1871|NHL|NHL Hockey|1930
nhl|07:00 pm|2022-12-01|Pittsburgh, PA|Golden Knights at Penguins|Vegas Golden Knights at Pittsburgh Penguins|PPG Paints Arena|  2265|0.620|40.4396| -79.9895|Pittsburgh Penguins|Vegas Golden Knights|NA|NA| 41| 129|   843|NHL|NHL Hockey|1931
nhl|07:00 pm|2022-11-10|Buffalo, NY|Golden Knights at Sabres|Vegas Golden Knights at Buffalo Sabres|KeyBank Center|   212|0.619|42.8759| -78.8767|Buffalo Sabres|Vegas Golden Knights|NA|NA| 74| 172|   573|NHL|NHL Hockey|1932
nhl|07:00 pm|2022-11-15|Sunrise, FL|Capitals at Panthers|Washington Capitals at Florida Panthers|FLA Live Arena|   126|0.691|26.1585| -80.3255|Florida Panthers|Washington Capitals|NA|NA| 24|  94|  1238|NHL|NHL Hockey|1933
nhl|05:00 pm|2022-11-27|Anaheim, CA|Kraken at Ducks|Seattle Kraken at Anaheim Ducks|Honda Center|   133|0.618|33.8078|-117.8760|Anaheim Ducks|Seattle Kraken|NA|NA| 46| 137| 12305|NHL|NHL Hockey|1934
nhl|07:00 pm|2022-11-10|Raleigh, NC|Oilers at Hurricanes|Edmonton Oilers at Carolina Hurricanes|PNC Arena|  1430|0.700|35.8033| -78.7218|Carolina Hurricanes|Edmonton Oilers|NA|NA| 40| 160|  1190|NHL|NHL Hockey|1935
nhl|07:00 pm|2022-12-08|Saint Louis, MO|Jets at Blues|Winnipeg Jets at St. Louis Blues|Enterprise Center|   186|0.759|38.6268| -90.2026|St. Louis Blues|Winnipeg Jets|NA|NA| 41| 122|   981|NHL|NHL Hockey|1936
nhl|07:00 pm|2022-11-28|Saint Louis, MO|Stars at Blues|Dallas Stars at St. Louis Blues|Enterprise Center|   186|0.736|38.6268| -90.2026|St. Louis Blues|Dallas Stars|NA|NA| 24| 105|  1837|NHL|NHL Hockey|1937
nhl|07:30 pm|2022-11-15|Columbus, OH|Flyers at Blue Jackets|Philadelphia Flyers at Columbus Blue Jackets|Nationwide Arena|   430|0.673|39.9694| -83.0064|Columbus Blue Jackets|Philadelphia Flyers|NA|NA| 23| 141|   961|NHL|NHL Hockey|1938
nhl|07:00 pm|2022-12-13|Newark, NJ|Stars at Devils|Dallas Stars at New Jersey Devils|Prudential Center|  1500|0.713|40.7332| -74.1717|New Jersey Devils|Dallas Stars|NA|NA| 28| 103|  1250|NHL|NHL Hockey|1939
nhl|07:00 pm|2022-11-17|Winnipeg, Canada|Ducks at Jets|Anaheim Ducks at Winnipeg Jets|Canada Life Centre|    98|0.617|49.8936| -97.1435|Winnipeg Jets|Anaheim Ducks|NA|NA| 31| 192|  1947|NHL|NHL Hockey|1940
nhl|01:00 pm|2022-12-03|Saint Paul, MN|Ducks at Wild|Anaheim Ducks at Minnesota Wild|Xcel Energy Center|   123|0.758|44.9448| -93.1011|Minnesota Wild|Anaheim Ducks|NA|NA| 83| 250| 11754|NHL|NHL Hockey|1941
nhl|07:30 pm|2022-12-09|Tempe, AZ|Bruins at Coyotes|Boston Bruins at Arizona Coyotes|Mullett Arena|520550|0.735|33.4254|-111.9290|Arizona Coyotes|Boston Bruins|NA|NA|191| 423|  1302|NHL|NHL Hockey|1942
nhl|07:00 pm|2022-11-29|Vancouver, Canada|Capitals at Canucks|Washington Capitals at Vancouver Canucks|Rogers Arena|  2983|0.712|49.2782|-123.1080|Vancouver Canucks|Washington Capitals|NA|NA| 52| 157|  2048|NHL|NHL Hockey|1943
