id|lat|long|name|price|pfilt|tfilt|lfilt
5757264|30.28210|-97.74300|Ac Hotel Austin-University| 433|FALSE|TRUE|FALSE
5757264|30.28218|-97.74307|The Otis Hotel Austin, Autograph Collection| 609|FALSE|TRUE|TRUE
5757264|30.27967|-97.74117|Hampton Inn & Suites Austin @ The University / Capitol| 273|FALSE|TRUE|FALSE
5757264|30.29033|-97.74269|Moxy Austin - University| 310|FALSE|TRUE|FALSE
5757264|30.26981|-97.73702|Hyatt House Austin/Downtown| 313|FALSE|TRUE|FALSE
5757264|30.26915|-97.73731|Holiday Inn Express & Suites Austin Downtown - University| 258|FALSE|TRUE|FALSE
5757264|30.27088|-97.73446|Sheraton Austin Hotel at the Capitol| 271|FALSE|TRUE|FALSE
5757264|30.26622|-97.74983|Austin Proper Hotel, a Member of Design Hotels|1232|FALSE|FALSE|TRUE
5757264|30.27711|-97.72919|DoubleTree by Hilton Austin - University Area| 290|FALSE|TRUE|FALSE
5757264|30.26508|-97.74666|W Austin| 733|FALSE|FALSE|TRUE
5757264|30.26428|-97.74403|JW Marriott Austin| 710|FALSE|FALSE|TRUE
5757264|30.26297|-97.74188|Austin Marriott Downtown| 739|FALSE|FALSE|TRUE
5757264|30.26230|-97.74226|Four Seasons Hotel Austin|1397|FALSE|FALSE|TRUE
5757264|30.26862|-97.72839|The Cat Noir Hotel| 700|FALSE|TRUE|TRUE
5757264|30.28888|-97.72295|Days Inn by Wyndham Austin/University/Downtown| 153|TRUE|TRUE|FALSE
5757264|30.30000|-97.72200|Commodore Perry Estate, Auberge Resorts Collection|1430|FALSE|FALSE|TRUE
5757264|30.24860|-97.74710|Park Lane Guest House| 770|FALSE|FALSE|TRUE
5757264|30.23340|-97.74027|La Quinta Inn by Wyndham Austin Oltorf| 167|TRUE|FALSE|FALSE
5757264|30.32155|-97.70256|Rodeway Inn & Suites Downtown North| 178|TRUE|FALSE|FALSE
5757264|30.32704|-97.70238|Studio 6 Austin Midtown| 169|TRUE|FALSE|FALSE
5757264|30.33685|-97.70318|Comfort Inn & Suites| 195|TRUE|FALSE|FALSE
5757264|30.33865|-97.70132|La Quinta Inn by Wyndham Austin North| 172|TRUE|FALSE|FALSE
5757264|30.20845|-97.75555|Red Roof Inn Plus+ Austin South| 168|TRUE|FALSE|FALSE
5757264|30.22013|-97.69184|Motel 6 Austin, Tx- Airport| 176|TRUE|FALSE|FALSE
5757264|30.40276|-97.72213|Archer Hotel Austin| 867|FALSE|FALSE|TRUE
5757264|30.40661|-97.71921|La Quinta Inn & Suites by Wyndham Austin Near The Domain| 179|TRUE|FALSE|FALSE
5757264|30.46368|-97.80285|Hampton Inn & Suites Austin Cedar Park-Lakeline| 191|TRUE|FALSE|FALSE
5777810|35.15456|-90.05245|Big Cypress Lodge| 711|FALSE|FALSE|TRUE
5777810|35.14413|-90.05284|Residence Inn by Marriott Memphis Downtown| 370|FALSE|TRUE|FALSE
5777810|35.14286|-90.05141|Canopy by Hilton Memphis Downtown| 370|FALSE|TRUE|FALSE
5777810|35.14284|-90.05160|Holiday Inn Downtown Memphis, An IHG Hotel| 273|FALSE|TRUE|FALSE
5777810|35.14268|-90.05193|The Peabody Memphis| 566|FALSE|TRUE|TRUE
5777810|35.14238|-90.05081|DoubleTree by Hilton Memphis Downtown| 320|FALSE|TRUE|FALSE
5777810|35.14229|-90.05021|Hilton Garden Inn Memphis Downtown, TN| 373|FALSE|TRUE|FALSE
5777810|35.14026|-90.05190|Hampton Inn & Suites Memphis-Beale Street| 414|FALSE|TRUE|TRUE
5777810|35.14337|-90.03851|Downtown Memphis Shellcrest Apartments| 392|FALSE|FALSE|TRUE
5777810|35.14065|-90.05617|Hyatt Centric Beale Street Memphis| 385|FALSE|TRUE|TRUE
5777810|35.13879|-90.05270|The Westin Memphis Beale Street| 492|FALSE|TRUE|TRUE
